Entry	Status	Protein names	Gene names	Gene names  (primary )	Gene names  (synonym )	Organism	Organism ID	Length
P18074	reviewed	General transcription and DNA repair factor IIH helicase subunit XPD (TFIIH subunit XPD) (EC 3.6.4.12) (Basic transcription factor 2 80 kDa subunit) (BTF2 p80) (CXPD) (DNA excision repair protein ERCC-2) (DNA repair protein complementing XP-D cells) (TFIIH basal transcription factor complex 80 kDa subunit) (TFIIH 80 kDa subunit) (TFIIH p80) (Xeroderma pigmentosum group D-complementing protein)	ERCC2 XPD XPDC	ERCC2	XPD XPDC	Homo sapiens (Human)	9606	760
Q00604	reviewed	Norrin (Norrie disease protein) (X-linked exudative vitreoretinopathy 2 protein)	NDP EVR2	NDP	EVR2	Homo sapiens (Human)	9606	133
Q92886	reviewed	Neurogenin-1 (NGN-1) (Class A basic helix-loop-helix protein 6) (bHLHa6) (Neurogenic basic-helix-loop-helix protein) (Neurogenic differentiation factor 3) (NeuroD3)	NEUROG1 BHLHA6 NEUROD3 NGN NGN1	NEUROG1	BHLHA6 NEUROD3 NGN NGN1	Homo sapiens (Human)	9606	237
P80188	reviewed	Neutrophil gelatinase-associated lipocalin (NGAL) (25 kDa alpha-2-microglobulin-related subunit of MMP-9) (Lipocalin-2) (Oncogene 24p3) (Siderocalin) (p25)	LCN2 HNL NGAL	LCN2	HNL NGAL	Homo sapiens (Human)	9606	198
Q9UK39	reviewed	Nocturnin (EC 3.1.13.4) (Carbon catabolite repression 4-like protein) (Circadian deadenylase NOC)	NOCT CCR4 CCRN4L NOC	NOCT	CCR4 CCRN4L NOC	Homo sapiens (Human)	9606	431
Q9UM47	reviewed	Neurogenic locus notch homolog protein 3 (Notch 3) [Cleaved into: Notch 3 extracellular truncation; Notch 3 intracellular domain]	NOTCH3	NOTCH3		Homo sapiens (Human)	9606	2321
P51843	reviewed	Nuclear receptor subfamily 0 group B member 1 (DSS-AHC critical region on the X chromosome protein 1) (Nuclear receptor DAX-1)	NR0B1 AHC DAX1	NR0B1	AHC DAX1	Homo sapiens (Human)	9606	470
Q15466	reviewed	Nuclear receptor subfamily 0 group B member 2 (Orphan nuclear receptor SHP) (Small heterodimer partner)	NR0B2 SHP	NR0B2	SHP	Homo sapiens (Human)	9606	257
P20393	reviewed	Nuclear receptor subfamily 1 group D member 1 (Rev-erbA-alpha) (V-erbA-related protein 1) (EAR-1)	NR1D1 EAR1 HREV THRAL	NR1D1	EAR1 HREV THRAL	Homo sapiens (Human)	9606	614
Q14995	reviewed	Nuclear receptor subfamily 1 group D member 2 (Orphan nuclear hormone receptor BD73) (Rev-erb alpha-related receptor) (RVR) (Rev-erb-beta) (V-erbA-related protein 1-related) (EAR-1R)	NR1D2	NR1D2		Homo sapiens (Human)	9606	579
P55055	reviewed	Oxysterols receptor LXR-beta (Liver X receptor beta) (Nuclear receptor NER) (Nuclear receptor subfamily 1 group H member 2) (Ubiquitously-expressed nuclear receptor)	NR1H2 LXRB NER UNR	NR1H2	LXRB NER UNR	Homo sapiens (Human)	9606	460
Q96RI1	reviewed	Bile acid receptor (Farnesoid X-activated receptor) (Farnesol receptor HRR-1) (Nuclear receptor subfamily 1 group H member 4) (Retinoid X receptor-interacting protein 14) (RXR-interacting protein 14)	NR1H4 BAR FXR HRR1 RIP14	NR1H4	BAR FXR HRR1 RIP14	Homo sapiens (Human)	9606	486
O75469	reviewed	Nuclear receptor subfamily 1 group I member 2 (Orphan nuclear receptor PAR1) (Orphan nuclear receptor PXR) (Pregnane X receptor) (Steroid and xenobiotic receptor) (SXR)	NR1I2 PXR	NR1I2	PXR	Homo sapiens (Human)	9606	434
P13056	reviewed	Nuclear receptor subfamily 2 group C member 1 (Orphan nuclear receptor TR2) (Testicular receptor 2)	NR2C1 TR2	NR2C1	TR2	Homo sapiens (Human)	9606	603
P10588	reviewed	Nuclear receptor subfamily 2 group F member 6 (V-erbA-related protein 2) (EAR-2)	NR2F6 EAR2 ERBAL2	NR2F6	EAR2 ERBAL2	Homo sapiens (Human)	9606	404
P22736	reviewed	Nuclear receptor subfamily 4 group A member 1 (Early response protein NAK1) (Nuclear hormone receptor NUR/77) (Nur77) (Orphan nuclear receptor HMR) (Orphan nuclear receptor TR3) (ST-59) (Testicular receptor 3)	NR4A1 GFRP1 HMR NAK1	NR4A1	GFRP1 HMR NAK1	Homo sapiens (Human)	9606	598
P43354	reviewed	Nuclear receptor subfamily 4 group A member 2 (Immediate-early response protein NOT) (Orphan nuclear receptor NURR1) (Transcriptionally-inducible nuclear receptor)	NR4A2 NOT NURR1 TINUR	NR4A2	NOT NURR1 TINUR	Homo sapiens (Human)	9606	598
Q6P1K2	reviewed	Polyamine-modulated factor 1 (PMF-1)	PMF1	PMF1		Homo sapiens (Human)	9606	205
Q96F24	reviewed	Nuclear receptor-binding factor 2 (NRBF-2) (Comodulator of PPAR and RXR)	NRBF2 COPR	NRBF2	COPR	Homo sapiens (Human)	9606	287
Q02297	reviewed	Pro-neuregulin-1, membrane-bound isoform (Pro-NRG1) [Cleaved into: Neuregulin-1 (Acetylcholine receptor-inducing activity) (ARIA) (Breast cancer cell differentiation factor p45) (Glial growth factor) (Heregulin) (HRG) (Neu differentiation factor) (Sensory and motor neuron-derived factor)]	NRG1 GGF HGL HRGA NDF SMDF	NRG1	GGF HGL HRGA NDF SMDF	Homo sapiens (Human)	9606	640
P48552	reviewed	Nuclear receptor-interacting protein 1 (Nuclear factor RIP140) (Receptor-interacting protein 140)	NRIP1	NRIP1		Homo sapiens (Human)	9606	1158
Q9BRP4	reviewed	Proteasomal ATPase-associated factor 1 (Protein G-16) (WD repeat-containing protein 71)	PAAF1 WDR71	PAAF1	WDR71	Homo sapiens (Human)	9606	392
Q86U42	reviewed	Polyadenylate-binding protein 2 (PABP-2) (Poly(A)-binding protein 2) (Nuclear poly(A)-binding protein 1) (Poly(A)-binding protein II) (PABII) (Polyadenylate-binding nuclear protein 1)	PABPN1 PAB2 PABP2	PABPN1	PAB2 PABP2	Homo sapiens (Human)	9606	306
Q9Y2J8	reviewed	Protein-arginine deiminase type-2 (EC 3.5.3.15) (PAD-H19) (Peptidylarginine deiminase II) (Protein-arginine deiminase type II)	PADI2 KIAA0994 PAD2 PDI2	PADI2	KIAA0994 PAD2 PDI2	Homo sapiens (Human)	9606	665
Q8N7H5	reviewed	RNA polymerase II-associated factor 1 homolog (hPAF1) (Pancreatic differentiation protein 2)	PAF1 PD2	PAF1	PD2	Homo sapiens (Human)	9606	531
P25116	reviewed	Proteinase-activated receptor 1 (PAR-1) (Coagulation factor II receptor) (Thrombin receptor)	F2R CF2R PAR1 TR	F2R	CF2R PAR1 TR	Homo sapiens (Human)	9606	425
P04054	reviewed	Phospholipase A2 (EC 3.1.1.4) (Group IB phospholipase A2) (Phosphatidylcholine 2-acylhydrolase 1B)	PLA2G1B PLA2 PLA2A PPLA2	PLA2G1B	PLA2 PLA2A PPLA2	Homo sapiens (Human)	9606	148
P40424	reviewed	Pre-B-cell leukemia transcription factor 1 (Homeobox protein PBX1) (Homeobox protein PRL)	PBX1 PRL	PBX1	PRL	Homo sapiens (Human)	9606	430
P40425	reviewed	Pre-B-cell leukemia transcription factor 2 (Homeobox protein PBX2) (Protein G17)	PBX2 G17	PBX2	G17	Homo sapiens (Human)	9606	430
P12004	reviewed	Proliferating cell nuclear antigen (PCNA) (Cyclin)	PCNA	PCNA		Homo sapiens (Human)	9606	261
P01127	reviewed	Platelet-derived growth factor subunit B (PDGF subunit B) (PDGF-2) (Platelet-derived growth factor B chain) (Platelet-derived growth factor beta polypeptide) (Proto-oncogene c-Sis) (Becaplermin)	PDGFB PDGF2 SIS	PDGFB	PDGF2 SIS	Homo sapiens (Human)	9606	241
O15530	reviewed	3-phosphoinositide-dependent protein kinase 1 (hPDK1) (EC 2.7.11.1)	PDPK1 PDK1	PDPK1	PDK1	Homo sapiens (Human)	9606	556
Q14863	reviewed	POU domain, class 6, transcription factor 1 (Brain-specific homeobox/POU domain protein 5) (Brain-5) (Brn-5) (mPOU homeobox protein)	POU6F1 BRN5 MPOU TCFB1	POU6F1	BRN5 MPOU TCFB1	Homo sapiens (Human)	9606	301
P09086	reviewed	POU domain, class 2, transcription factor 2 (Lymphoid-restricted immunoglobulin octamer-binding protein NF-A2) (Octamer-binding protein 2) (Oct-2) (Octamer-binding transcription factor 2) (OTF-2)	POU2F2 OCT2 OTF2	POU2F2	OCT2 OTF2	Homo sapiens (Human)	9606	479
Q7Z3K3	reviewed	Pogo transposable element with ZNF domain (Suppressor of hairy wing homolog 5) (Zinc finger protein 280E) (Zinc finger protein 635)	POGZ KIAA0461 SUHW5 ZNF280E ZNF635 Nbla00003	POGZ	KIAA0461 SUHW5 ZNF280E ZNF635	Homo sapiens (Human)	9606	1410
P61586	reviewed	Transforming protein RhoA (Rho cDNA clone 12) (h12)	RHOA ARH12 ARHA RHO12	RHOA	ARH12 ARHA RHO12	Homo sapiens (Human)	9606	193
Q9H4E5	reviewed	Rho-related GTP-binding protein RhoJ (Ras-like protein family member 7B) (Tc10-like GTP-binding protein)	RHOJ ARHJ RASL7B RHOI TCL	RHOJ	ARHJ RASL7B RHOI TCL	Homo sapiens (Human)	9606	214
Q08209	reviewed	Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform (EC 3.1.3.16) (CAM-PRP catalytic subunit) (Calmodulin-dependent calcineurin A subunit alpha isoform)	PPP3CA CALNA CNA	PPP3CA	CALNA CNA	Homo sapiens (Human)	9606	521
P48454	reviewed	Serine/threonine-protein phosphatase 2B catalytic subunit gamma isoform (EC 3.1.3.16) (CAM-PRP catalytic subunit) (Calcineurin, testis-specific catalytic subunit) (Calmodulin-dependent calcineurin A subunit gamma isoform)	PPP3CC CALNA3 CNA3	PPP3CC	CALNA3 CNA3	Homo sapiens (Human)	9606	512
Q08752	reviewed	Peptidyl-prolyl cis-trans isomerase D (PPIase D) (EC 5.2.1.8) (40 kDa peptidyl-prolyl cis-trans isomerase) (Cyclophilin-40) (CYP-40) (Cyclophilin-related protein) (Rotamase D)	PPID CYP40 CYPD	PPID	CYP40 CYPD	Homo sapiens (Human)	9606	370
Q9H0N5	reviewed	Pterin-4-alpha-carbinolamine dehydratase 2 (PHS 2) (EC 4.2.1.96) (4-alpha-hydroxy-tetrahydropterin dehydratase 2) (DcoH-like protein DCoHm) (Dimerization cofactor of hepatocyte nuclear factor 1 from muscle) (HNF-1-alpha dimerization cofactor)	PCBD2 DCOH2 DCOHM	PCBD2	DCOH2 DCOHM	Homo sapiens (Human)	9606	130
Q99453	reviewed	Paired mesoderm homeobox protein 2B (Neuroblastoma Phox) (NBPhox) (PHOX2B homeodomain protein) (Paired-like homeobox 2B)	PHOX2B PMX2B	PHOX2B	PMX2B	Homo sapiens (Human)	9606	314
Q8N2W9	reviewed	E3 SUMO-protein ligase PIAS4 (EC 2.3.2.27) (PIASy) (Protein inhibitor of activated STAT protein 4) (Protein inhibitor of activated STAT protein gamma) (PIAS-gamma) (RING-type E3 ubiquitin transferase PIAS4)	PIAS4 PIASG	PIAS4	PIASG	Homo sapiens (Human)	9606	510
Q9HB75	reviewed	p53-induced death domain-containing protein 1 (EC 3.4.21.-) (Leucine-rich repeat and death domain-containing protein) [Cleaved into: PIDD-N; PIDD-C; PIDD-CC]	PIDD1 LRDD PIDD	PIDD1	LRDD PIDD	Homo sapiens (Human)	9606	910
Q96KN3	reviewed	Homeobox protein PKNOX2 (Homeobox protein PREP-2) (PBX/knotted homeobox 2)	PKNOX2 PREP2	PKNOX2	PREP2	Homo sapiens (Human)	9606	472
Q9UPG8	reviewed	Zinc finger protein PLAGL2 (Pleiomorphic adenoma-like protein 2)	PLAGL2 KIAA0198	PLAGL2	KIAA0198	Homo sapiens (Human)	9606	496
P20265	reviewed	POU domain, class 3, transcription factor 2 (Brain-specific homeobox/POU domain protein 2) (Brain-2) (Brn-2) (Nervous system-specific octamer-binding transcription factor N-Oct-3) (Octamer-binding protein 7) (Oct-7) (Octamer-binding transcription factor 7) (OTF-7)	POU3F2 BRN2 OCT7 OTF7	POU3F2	BRN2 OCT7 OTF7	Homo sapiens (Human)	9606	443
Q12837	reviewed	POU domain, class 4, transcription factor 2 (Brain-specific homeobox/POU domain protein 3B) (Brain-3B) (Brn-3B)	POU4F2 BRN3B	POU4F2	BRN3B	Homo sapiens (Human)	9606	409
Q15319	reviewed	POU domain, class 4, transcription factor 3 (Brain-specific homeobox/POU domain protein 3C) (Brain-3C) (Brn-3C)	POU4F3 BRN3C	POU4F3	BRN3C	Homo sapiens (Human)	9606	338
Q8NHV9	reviewed	Rhox homeobox family member 1 (Ovary-, testis- and epididymis-expressed gene protein) (Paired-like homeobox protein PEPP-1)	RHOXF1 OTEX PEPP1	RHOXF1	OTEX PEPP1	Homo sapiens (Human)	9606	184
Q9BQY4	reviewed	Rhox homeobox family member 2 (Paired-like homeobox protein PEPP-2) (Testis homeobox gene 1)	RHOXF2 PEPP2 THG1	RHOXF2	PEPP2 THG1	Homo sapiens (Human)	9606	288
Q12972	reviewed	Nuclear inhibitor of protein phosphatase 1 (NIPP-1) (Protein phosphatase 1 regulatory inhibitor subunit 8) [Includes: Activator of RNA decay (EC 3.1.4.-) (ARD-1)]	PPP1R8 ARD1 NIPP1	PPP1R8	ARD1 NIPP1	Homo sapiens (Human)	9606	351
Q13438	reviewed	Protein OS-9 (Amplified in osteosarcoma 9)	OS9	OS9		Homo sapiens (Human)	9606	667
Q9BRP0	reviewed	Transcription factor Ovo-like 2 (hOvo2) (Zinc finger protein 339)	OVOL2 ZNF339	OVOL2	ZNF339	Homo sapiens (Human)	9606	275
O00110	reviewed	Putative transcription factor ovo-like protein 3	OVOL3	OVOL3		Homo sapiens (Human)	9606	214
Q9NXG6	reviewed	Transmembrane prolyl 4-hydroxylase (P4H-TM) (EC 1.14.11.29) (Hypoxia-inducible factor prolyl hydroxylase 4) (HIF-PH4) (HIF-prolyl hydroxylase 4) (HPH-4)	P4HTM PH4	P4HTM	PH4	Homo sapiens (Human)	9606	502
Q53GL7	reviewed	Protein mono-ADP-ribosyltransferase PARP10 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 10) (ARTD10) (Poly [ADP-ribose] polymerase 10) (PARP-10)	PARP10	PARP10		Homo sapiens (Human)	9606	1025
Q9NPB6	reviewed	Partitioning defective 6 homolog alpha (PAR-6) (PAR-6 alpha) (PAR-6A) (PAR6C) (Tax interaction protein 40) (TIP-40)	PARD6A PAR6A	PARD6A	PAR6A	Homo sapiens (Human)	9606	346
P55085	reviewed	Proteinase-activated receptor 2 (PAR-2) (Coagulation factor II receptor-like 1) (G-protein coupled receptor 11) (Thrombin receptor-like 1) [Cleaved into: Proteinase-activated receptor 2, alternate cleaved 1; Proteinase-activated receptor 2, alternate cleaved 2]	F2RL1 GPR11 PAR2	F2RL1	GPR11 PAR2	Homo sapiens (Human)	9606	397
Q9BVI0	reviewed	PHD finger protein 20 (Glioma-expressed antigen 2) (Hepatocellular carcinoma-associated antigen 58) (Novel zinc finger protein) (Transcription factor TZP)	PHF20 C20orf104 GLEA2 HCA58 NZF TZP	PHF20	C20orf104 GLEA2 HCA58 NZF TZP	Homo sapiens (Human)	9606	1012
O00625	reviewed	Pirin (EC 1.13.11.24) (Probable quercetin 2,3-dioxygenase PIR) (Probable quercetinase)	PIR	PIR		Homo sapiens (Human)	9606	290
P28069	reviewed	Pituitary-specific positive transcription factor 1 (PIT-1) (Growth hormone factor 1) (GHF-1)	POU1F1 GHF1 PIT1	POU1F1	GHF1 PIT1	Homo sapiens (Human)	9606	291
P98161	reviewed	Polycystin-1 (PC1) (Autosomal dominant polycystic kidney disease 1 protein)	PKD1	PKD1		Homo sapiens (Human)	9606	4303
Q13563	reviewed	Polycystin-2 (PC2) (Autosomal dominant polycystic kidney disease type II protein) (Polycystic kidney disease 2 protein) (Polycystwin) (R48321) (Transient receptor potential cation channel subfamily P member 2)	PKD2 TRPP2	PKD2	TRPP2	Homo sapiens (Human)	9606	968
P14859	reviewed	POU domain, class 2, transcription factor 1 (NF-A1) (Octamer-binding protein 1) (Oct-1) (Octamer-binding transcription factor 1) (OTF-1)	POU2F1 OCT1 OTF1	POU2F1	OCT1 OTF1	Homo sapiens (Human)	9606	743
Q01851	reviewed	POU domain, class 4, transcription factor 1 (Brain-specific homeobox/POU domain protein 3A) (Brain-3A) (Brn-3A) (Homeobox/POU domain protein RDC-1) (Oct-T1)	POU4F1 BRN3A RDC1	POU4F1	BRN3A RDC1	Homo sapiens (Human)	9606	419
Q9NQX0	reviewed	Putative histone-lysine N-methyltransferase PRDM6 (EC 2.1.1.43) (PR domain zinc finger protein 6) (PR domain-containing protein 6)	PRDM6 PFM3	PRDM6	PFM3	Homo sapiens (Human)	9606	595
P84095	reviewed	Rho-related GTP-binding protein RhoG	RHOG ARHG	RHOG	ARHG	Homo sapiens (Human)	9606	191
Q07869	reviewed	Peroxisome proliferator-activated receptor alpha (PPAR-alpha) (Nuclear receptor subfamily 1 group C member 1)	PPARA NR1C1 PPAR	PPARA	NR1C1 PPAR	Homo sapiens (Human)	9606	468
Q5UIP0	reviewed	Telomere-associated protein RIF1 (Rap1-interacting factor 1 homolog)	RIF1	RIF1		Homo sapiens (Human)	9606	2472
Q5VV67	reviewed	Peroxisome proliferator-activated receptor gamma coactivator-related protein 1 (PGC-1-related coactivator) (PRC)	PPRC1 KIAA0595	PPRC1	KIAA0595	Homo sapiens (Human)	9606	1664
Q9H4Q3	reviewed	PR domain zinc finger protein 13 (EC 2.1.1.-) (PR domain-containing protein 13)	PRDM13 PFM10	PRDM13	PFM10	Homo sapiens (Human)	9606	707
P57071	reviewed	PR domain zinc finger protein 15 (EC 2.1.1.-) (PR domain-containing protein 15) (Zinc finger protein 298)	PRDM15 C21orf83 ZNF298	PRDM15	C21orf83 ZNF298	Homo sapiens (Human)	9606	1507
Q92733	reviewed	Proline-rich protein PRCC (Papillary renal cell carcinoma translocation-associated gene protein)	PRCC TPRC	PRCC	TPRC	Homo sapiens (Human)	9606	491
Q9NQW5	reviewed	Probable histone-lysine N-methyltransferase PRDM7 (EC 2.1.1.43) (PR domain zinc finger protein 7) (PR domain-containing protein 7)	PRDM7 PFM4	PRDM7	PFM4	Homo sapiens (Human)	9606	492
P32119	reviewed	Peroxiredoxin-2 (EC 1.11.1.15) (Natural killer cell-enhancing factor B) (NKEF-B) (PRP) (Thiol-specific antioxidant protein) (TSA) (Thioredoxin peroxidase 1) (Thioredoxin-dependent peroxide reductase 1)	PRDX2 NKEFB TDPX1	PRDX2	NKEFB TDPX1	Homo sapiens (Human)	9606	198
P04156	reviewed	Major prion protein (PrP) (ASCR) (PrP27-30) (PrP33-35C) (CD antigen CD230)	PRNP ALTPRP PRIP PRP	PRNP	ALTPRP PRIP PRP	Homo sapiens (Human)	9606	253
P35227	reviewed	Polycomb group RING finger protein 2 (DNA-binding protein Mel-18) (RING finger protein 110) (Zinc finger protein 144)	PCGF2 MEL18 RNF110 ZNF144	PCGF2	MEL18 RNF110 ZNF144	Homo sapiens (Human)	9606	344
Q3KNV8	reviewed	Polycomb group RING finger protein 3 (RING finger protein 3A)	PCGF3 RNF3 RNF3A	PCGF3	RNF3 RNF3A	Homo sapiens (Human)	9606	242
