Entry	Status	Protein names	Gene names	Gene names  (primary )	Gene names  (synonym )	Organism	Organism ID	Length
P00813	reviewed	Adenosine deaminase (EC 3.5.4.4) (Adenosine aminohydrolase)	ADA ADA1	ADA	ADA1	Homo sapiens (Human)	9606	363
P07327	reviewed	Alcohol dehydrogenase 1A (EC 1.1.1.1) (Alcohol dehydrogenase subunit alpha)	ADH1A ADH1	ADH1A	ADH1	Homo sapiens (Human)	9606	375
P00325	reviewed	Alcohol dehydrogenase 1B (EC 1.1.1.1) (Alcohol dehydrogenase subunit beta)	ADH1B ADH2	ADH1B	ADH2	Homo sapiens (Human)	9606	375
P00326	reviewed	Alcohol dehydrogenase 1C (EC 1.1.1.1) (Alcohol dehydrogenase subunit gamma)	ADH1C ADH3	ADH1C	ADH3	Homo sapiens (Human)	9606	375
P55263	reviewed	Adenosine kinase (AK) (EC 2.7.1.20) (Adenosine 5'-phosphotransferase)	ADK	ADK		Homo sapiens (Human)	9606	362
P30542	reviewed	Adenosine receptor A1	ADORA1	ADORA1		Homo sapiens (Human)	9606	326
P29274	reviewed	Adenosine receptor A2a	ADORA2A ADORA2	ADORA2A	ADORA2	Homo sapiens (Human)	9606	412
P29275	reviewed	Adenosine receptor A2b	ADORA2B	ADORA2B		Homo sapiens (Human)	9606	332
P0DMS8	reviewed	Adenosine receptor A3	ADORA3	ADORA3		Homo sapiens (Human)	9606	318
P35348	reviewed	Alpha-1A adrenergic receptor (Alpha-1A adrenoreceptor) (Alpha-1A adrenoceptor) (Alpha-1C adrenergic receptor) (Alpha-adrenergic receptor 1c)	ADRA1A ADRA1C	ADRA1A	ADRA1C	Homo sapiens (Human)	9606	466
P35368	reviewed	Alpha-1B adrenergic receptor (Alpha-1B adrenoreceptor) (Alpha-1B adrenoceptor)	ADRA1B	ADRA1B		Homo sapiens (Human)	9606	520
P25100	reviewed	Alpha-1D adrenergic receptor (Alpha-1A adrenergic receptor) (Alpha-1D adrenoreceptor) (Alpha-1D adrenoceptor) (Alpha-adrenergic receptor 1a)	ADRA1D ADRA1A	ADRA1D	ADRA1A	Homo sapiens (Human)	9606	572
P08913	reviewed	Alpha-2A adrenergic receptor (Alpha-2 adrenergic receptor subtype C10) (Alpha-2A adrenoreceptor) (Alpha-2A adrenoceptor) (Alpha-2AAR)	ADRA2A ADRA2R ADRAR	ADRA2A	ADRA2R ADRAR	Homo sapiens (Human)	9606	450
P18825	reviewed	Alpha-2C adrenergic receptor (Alpha-2 adrenergic receptor subtype C4) (Alpha-2C adrenoreceptor) (Alpha-2C adrenoceptor) (Alpha-2CAR)	ADRA2C ADRA2L2 ADRA2RL2	ADRA2C	ADRA2L2 ADRA2RL2	Homo sapiens (Human)	9606	462
P08588	reviewed	Beta-1 adrenergic receptor (Beta-1 adrenoreceptor) (Beta-1 adrenoceptor)	ADRB1 ADRB1R B1AR	ADRB1	ADRB1R B1AR	Homo sapiens (Human)	9606	477
P07550	reviewed	Beta-2 adrenergic receptor (Beta-2 adrenoreceptor) (Beta-2 adrenoceptor)	ADRB2 ADRB2R B2AR	ADRB2	ADRB2R B2AR	Homo sapiens (Human)	9606	413
P13945	reviewed	Beta-3 adrenergic receptor (Beta-3 adrenoreceptor) (Beta-3 adrenoceptor)	ADRB3 ADRB3R B3AR	ADRB3	ADRB3R B3AR	Homo sapiens (Human)	9606	408
P30556	reviewed	Type-1 angiotensin II receptor (AT1AR) (AT1BR) (Angiotensin II type-1 receptor) (AT1)	AGTR1 AGTR1A AGTR1B AT2R1 AT2R1B	AGTR1	AGTR1A AGTR1B AT2R1 AT2R1B	Homo sapiens (Human)	9606	359
P52895	reviewed	Aldo-keto reductase family 1 member C2 (EC 1.-.-.-) (3-alpha-HSD3) (Chlordecone reductase homolog HAKRD) (Dihydrodiol dehydrogenase 2) (DD-2) (DD2) (Dihydrodiol dehydrogenase/bile acid-binding protein) (DD/BABP) (Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase) (EC 1.3.1.20) (Type III 3-alpha-hydroxysteroid dehydrogenase) (EC 1.1.1.357)	AKR1C2 DDH2	AKR1C2	DDH2	Homo sapiens (Human)	9606	323
P51857	reviewed	3-oxo-5-beta-steroid 4-dehydrogenase (EC 1.3.1.3) (Aldo-keto reductase family 1 member D1) (Delta(4)-3-ketosteroid 5-beta-reductase) (Delta(4)-3-oxosteroid 5-beta-reductase)	AKR1D1 SRD5B1	AKR1D1	SRD5B1	Homo sapiens (Human)	9606	326
P13716	reviewed	Delta-aminolevulinic acid dehydratase (ALADH) (EC 4.2.1.24) (Porphobilinogen synthase)	ALAD	ALAD		Homo sapiens (Human)	9606	330
P05091	reviewed	Aldehyde dehydrogenase, mitochondrial (EC 1.2.1.3) (ALDH class 2) (ALDH-E2) (ALDHI)	ALDH2 ALDM	ALDH2	ALDM	Homo sapiens (Human)	9606	517
Q9UM73	reviewed	ALK tyrosine kinase receptor (EC 2.7.10.1) (Anaplastic lymphoma kinase) (CD antigen CD246)	ALK	ALK		Homo sapiens (Human)	9606	1620
P09917	reviewed	Arachidonate 5-lipoxygenase (5-LO) (5-lipoxygenase) (EC 1.13.11.34)	ALOX5 LOG5	ALOX5	LOG5	Homo sapiens (Human)	9606	674
P10696	reviewed	Alkaline phosphatase, germ cell type (EC 3.1.3.1) (ALP-1) (Alkaline phosphatase Nagao isozyme) (Alkaline phosphatase, placental-like) (Germ cell alkaline phosphatase) (GCAP) (Placental alkaline phosphatase-like) (PLAP-like)	ALPG ALPPL ALPPL2	ALPG	ALPPL ALPPL2	Homo sapiens (Human)	9606	532
P04746	reviewed	Pancreatic alpha-amylase (PA) (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase)	AMY2A	AMY2A		Homo sapiens (Human)	9606	511
Q5XXA6	reviewed	Anoctamin-1 (Discovered on gastrointestinal stromal tumors protein 1) (Oral cancer overexpressed protein 2) (Transmembrane protein 16A) (Tumor-amplified and overexpressed sequence 2)	ANO1 DOG1 ORAOV2 TAOS2 TMEM16A	ANO1	DOG1 ORAOV2 TAOS2 TMEM16A	Homo sapiens (Human)	9606	986
P04083	reviewed	Annexin A1 (Annexin I) (Annexin-1) (Calpactin II) (Calpactin-2) (Chromobindin-9) (Lipocortin I) (Phospholipase A2 inhibitory protein) (p35)	ANXA1 ANX1 LPC1	ANXA1	ANX1 LPC1	Homo sapiens (Human)	9606	346
Q16853	reviewed	Membrane primary amine oxidase (EC 1.4.3.21) (Copper amine oxidase) (HPAO) (Semicarbazide-sensitive amine oxidase) (SSAO) (Vascular adhesion protein 1) (VAP-1)	AOC3 VAP1	AOC3	VAP1	Homo sapiens (Human)	9606	763
P27695	reviewed	DNA-(apurinic or apyrimidinic site) lyase (EC 3.1.-.-) (EC 4.2.99.18) (APEX nuclease) (APEN) (Apurinic-apyrimidinic endonuclease 1) (AP endonuclease 1) (APE-1) (REF-1) (Redox factor-1) [Cleaved into: DNA-(apurinic or apyrimidinic site) lyase, mitochondrial]	APEX1 APE APE1 APEX APX HAP1 REF1	APEX1	APE APE1 APEX APX HAP1 REF1	Homo sapiens (Human)	9606	318
P05067	reviewed	Amyloid-beta precursor protein (APP) (ABPP) (APPI) (Alzheimer disease amyloid protein) (Amyloid precursor protein) (Amyloid-beta A4 protein) (Cerebral vascular amyloid peptide) (CVAP) (PreA4) (Protease nexin-II) (PN-II) [Cleaved into: N-APP; Soluble APP-alpha (S-APP-alpha); Soluble APP-beta (S-APP-beta); C99 (Beta-secretase C-terminal fragment) (Beta-CTF); Amyloid-beta protein 42 (Abeta42) (Beta-APP42); Amyloid-beta protein 40 (Abeta40) (Beta-APP40); C83 (Alpha-secretase C-terminal fragment) (Alpha-CTF); P3(42); P3(40); C80; Gamma-secretase C-terminal fragment 59 (Amyloid intracellular domain 59) (AICD-59) (AID(59)) (Gamma-CTF(59)); Gamma-secretase C-terminal fragment 57 (Amyloid intracellular domain 57) (AICD-57) (AID(57)) (Gamma-CTF(57)); Gamma-secretase C-terminal fragment 50 (Amyloid intracellular domain 50) (AICD-50) (AID(50)) (Gamma-CTF(50)); C31]	APP A4 AD1	APP	A4 AD1	Homo sapiens (Human)	9606	770
P10275	reviewed	Androgen receptor (Dihydrotestosterone receptor) (Nuclear receptor subfamily 3 group C member 4)	AR DHTR NR3C4	AR	DHTR NR3C4	Homo sapiens (Human)	9606	920
P78348	reviewed	Acid-sensing ion channel 1 (ASIC1) (Amiloride-sensitive cation channel 2, neuronal) (Brain sodium channel 2) (BNaC2)	ASIC1 ACCN2 BNAC2	ASIC1	ACCN2 BNAC2	Homo sapiens (Human)	9606	528
P31939	reviewed	Bifunctional purine biosynthesis protein PURH [Cleaved into: Bifunctional purine biosynthesis protein PURH, N-terminally processed] [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase) (AICAR transformylase); IMP cyclohydrolase (EC 3.5.4.10) (ATIC) (IMP synthase) (Inosinicase)]	ATIC PURH OK/SW-cl.86	ATIC	PURH	Homo sapiens (Human)	9606	592
P05023	reviewed	Sodium/potassium-transporting ATPase subunit alpha-1 (Na(+)/K(+) ATPase alpha-1 subunit) (EC 7.2.2.13) (Sodium pump subunit alpha-1)	ATP1A1	ATP1A1		Homo sapiens (Human)	9606	1023
P98194	reviewed	Calcium-transporting ATPase type 2C member 1 (ATPase 2C1) (EC 7.2.2.10) (ATP-dependent Ca(2+) pump PMR1)	ATP2C1 KIAA1347 PMR1L HUSSY-28	ATP2C1	KIAA1347 PMR1L	Homo sapiens (Human)	9606	919
P20648	reviewed	Potassium-transporting ATPase alpha chain 1 (EC 7.2.2.19) (Gastric H(+)/K(+) ATPase subunit alpha) (Proton pump)	ATP4A	ATP4A		Homo sapiens (Human)	9606	1035
P21281	reviewed	V-type proton ATPase subunit B, brain isoform (V-ATPase subunit B 2) (Endomembrane proton pump 58 kDa subunit) (HO57) (Vacuolar proton pump subunit B 2)	ATP6V1B2 ATP6B2 VPP3	ATP6V1B2	ATP6B2 VPP3	Homo sapiens (Human)	9606	511
P37288	reviewed	Vasopressin V1a receptor (V1aR) (AVPR V1a) (Antidiuretic hormone receptor 1a) (Vascular/hepatic-type arginine vasopressin receptor)	AVPR1A AVPR1	AVPR1A	AVPR1	Homo sapiens (Human)	9606	418
P47901	reviewed	Vasopressin V1b receptor (V1bR) (AVPR V1b) (AVPR V3) (Antidiuretic hormone receptor 1b) (Vasopressin V3 receptor)	AVPR1B AVPR3 VPR3	AVPR1B	AVPR3 VPR3	Homo sapiens (Human)	9606	424
P30518	reviewed	Vasopressin V2 receptor (V2R) (AVPR V2) (Antidiuretic hormone receptor) (Renal-type arginine vasopressin receptor)	AVPR2 ADHR DIR DIR3 V2R	AVPR2	ADHR DIR DIR3 V2R	Homo sapiens (Human)	9606	371
P06276	reviewed	Cholinesterase (EC 3.1.1.8) (Acylcholine acylhydrolase) (Butyrylcholine esterase) (Choline esterase II) (Pseudocholinesterase)	BCHE CHE1	BCHE	CHE1	Homo sapiens (Human)	9606	602
P10415	reviewed	Apoptosis regulator Bcl-2	BCL2	BCL2		Homo sapiens (Human)	9606	239
P11274	reviewed	Breakpoint cluster region protein (EC 2.7.11.1) (Renal carcinoma antigen NY-REN-26)	BCR BCR1 D22S11	BCR	BCR1 D22S11	Homo sapiens (Human)	9606	1271
P30411	reviewed	B2 bradykinin receptor (B2R) (BK-2 receptor)	BDKRB2 BKR2	BDKRB2	BKR2	Homo sapiens (Human)	9606	391
P02818	reviewed	Osteocalcin (Bone Gla protein) (BGP) (Gamma-carboxyglutamic acid-containing protein)	BGLAP	BGLAP		Homo sapiens (Human)	9606	100
P30043	reviewed	Flavin reductase (NADPH) (FR) (EC 1.5.1.30) (Biliverdin reductase B) (BVR-B) (EC 1.3.1.24) (Biliverdin-IX beta-reductase) (Green heme-binding protein) (GHBP) (NADPH-dependent diaphorase) (NADPH-flavin reductase) (FLR)	BLVRB FLR	BLVRB	FLR	Homo sapiens (Human)	9606	206
P15056	reviewed	Serine/threonine-protein kinase B-raf (EC 2.7.11.1) (Proto-oncogene B-Raf) (p94) (v-Raf murine sarcoma viral oncogene homolog B1)	BRAF BRAF1 RAFB1	BRAF	BRAF1 RAFB1	Homo sapiens (Human)	9606	766
Q06187	reviewed	Tyrosine-protein kinase BTK (EC 2.7.10.2) (Agammaglobulinemia tyrosine kinase) (ATK) (B-cell progenitor kinase) (BPK) (Bruton tyrosine kinase)	BTK AGMX1 ATK BPK	BTK	AGMX1 ATK BPK	Homo sapiens (Human)	9606	659
P00736	reviewed	Complement C1r subcomponent (EC 3.4.21.41) (Complement component 1 subcomponent r) [Cleaved into: Complement C1r subcomponent heavy chain; Complement C1r subcomponent light chain]	C1R	C1R		Homo sapiens (Human)	9606	705
P09871	reviewed	Complement C1s subcomponent (EC 3.4.21.42) (C1 esterase) (Complement component 1 subcomponent s) [Cleaved into: Complement C1s subcomponent heavy chain; Complement C1s subcomponent light chain]	C1S	C1S		Homo sapiens (Human)	9606	688
P01024	reviewed	Complement C3 (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 1) [Cleaved into: Complement C3 beta chain; C3-beta-c (C3bc); Complement C3 alpha chain; C3a anaphylatoxin; Acylation stimulating protein (ASP) (C3adesArg); Complement C3b alpha' chain; Complement C3c alpha' chain fragment 1; Complement C3dg fragment; Complement C3g fragment; Complement C3d fragment; Complement C3f fragment; Complement C3c alpha' chain fragment 2]	C3 CPAMD1	C3	CPAMD1	Homo sapiens (Human)	9606	1663
P0C0L4	reviewed	Complement C4-A (Acidic complement C4) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 2) [Cleaved into: Complement C4 beta chain; Complement C4-A alpha chain; C4a anaphylatoxin; C4b-A; C4d-A; Complement C4 gamma chain]	C4A CO4 CPAMD2	C4A	CO4 CPAMD2	Homo sapiens (Human)	9606	1744
P0C0L5	reviewed	Complement C4-B (Basic complement C4) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 3) [Cleaved into: Complement C4 beta chain; Complement C4-B alpha chain; C4a anaphylatoxin; C4b-B; C4d-B; Complement C4 gamma chain]	C4B CO4 CPAMD3; C4B_2	C4B; C4B_2	CO4 CPAMD3; 	Homo sapiens (Human)	9606	1744
P01031	reviewed	Complement C5 (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 4) [Cleaved into: Complement C5 beta chain; Complement C5 alpha chain; C5a anaphylatoxin; Complement C5 alpha' chain]	C5 CPAMD4	C5	CPAMD4	Homo sapiens (Human)	9606	1676
P00915	reviewed	Carbonic anhydrase 1 (EC 4.2.1.1) (Carbonate dehydratase I) (Carbonic anhydrase B) (CAB) (Carbonic anhydrase I) (CA-I)	CA1	CA1		Homo sapiens (Human)	9606	261
Q9ULX7	reviewed	Carbonic anhydrase 14 (EC 4.2.1.1) (Carbonate dehydratase XIV) (Carbonic anhydrase XIV) (CA-XIV)	CA14 UNQ690/PRO1335	CA14		Homo sapiens (Human)	9606	337
P00918	reviewed	Carbonic anhydrase 2 (EC 4.2.1.1) (Carbonate dehydratase II) (Carbonic anhydrase C) (CAC) (Carbonic anhydrase II) (CA-II)	CA2	CA2		Homo sapiens (Human)	9606	260
P07451	reviewed	Carbonic anhydrase 3 (EC 4.2.1.1) (Carbonate dehydratase III) (Carbonic anhydrase III) (CA-III)	CA3	CA3		Homo sapiens (Human)	9606	260
P22748	reviewed	Carbonic anhydrase 4 (EC 4.2.1.1) (Carbonate dehydratase IV) (Carbonic anhydrase IV) (CA-IV)	CA4	CA4		Homo sapiens (Human)	9606	312
P43166	reviewed	Carbonic anhydrase 7 (EC 4.2.1.1) (Carbonate dehydratase VII) (Carbonic anhydrase VII) (CA-VII)	CA7	CA7		Homo sapiens (Human)	9606	264
O00555	reviewed	Voltage-dependent P/Q-type calcium channel subunit alpha-1A (Brain calcium channel I) (BI) (Calcium channel, L type, alpha-1 polypeptide isoform 4) (Voltage-gated calcium channel subunit alpha Cav2.1)	CACNA1A CACH4 CACN3 CACNL1A4	CACNA1A	CACH4 CACN3 CACNL1A4	Homo sapiens (Human)	9606	2506
Q00975	reviewed	Voltage-dependent N-type calcium channel subunit alpha-1B (Brain calcium channel III) (BIII) (Calcium channel, L type, alpha-1 polypeptide isoform 5) (Voltage-gated calcium channel subunit alpha Cav2.2)	CACNA1B CACH5 CACNL1A5	CACNA1B	CACH5 CACNL1A5	Homo sapiens (Human)	9606	2339
Q13936	reviewed	Voltage-dependent L-type calcium channel subunit alpha-1C (Calcium channel, L type, alpha-1 polypeptide, isoform 1, cardiac muscle) (Voltage-gated calcium channel subunit alpha Cav1.2)	CACNA1C CACH2 CACN2 CACNL1A1 CCHL1A1	CACNA1C	CACH2 CACN2 CACNL1A1 CCHL1A1	Homo sapiens (Human)	9606	2221
Q01668	reviewed	Voltage-dependent L-type calcium channel subunit alpha-1D (Calcium channel, L type, alpha-1 polypeptide, isoform 2) (Voltage-gated calcium channel subunit alpha Cav1.3)	CACNA1D CACH3 CACN4 CACNL1A2 CCHL1A2	CACNA1D	CACH3 CACN4 CACNL1A2 CCHL1A2	Homo sapiens (Human)	9606	2161
O60840	reviewed	Voltage-dependent L-type calcium channel subunit alpha-1F (Voltage-gated calcium channel subunit alpha Cav1.4)	CACNA1F CACNAF1	CACNA1F	CACNAF1	Homo sapiens (Human)	9606	1977
O43497	reviewed	Voltage-dependent T-type calcium channel subunit alpha-1G (Cav3.1c) (NBR13) (Voltage-gated calcium channel subunit alpha Cav3.1)	CACNA1G KIAA1123	CACNA1G	KIAA1123	Homo sapiens (Human)	9606	2377
O95180	reviewed	Voltage-dependent T-type calcium channel subunit alpha-1H (Low-voltage-activated calcium channel alpha1 3.2 subunit) (Voltage-gated calcium channel subunit alpha Cav3.2)	CACNA1H	CACNA1H		Homo sapiens (Human)	9606	2353
Q9P0X4	reviewed	Voltage-dependent T-type calcium channel subunit alpha-1I (Voltage-gated calcium channel subunit alpha Cav3.3) (Ca(v)3.3)	CACNA1I KIAA1120	CACNA1I	KIAA1120	Homo sapiens (Human)	9606	2223
Q13698	reviewed	Voltage-dependent L-type calcium channel subunit alpha-1S (Calcium channel, L type, alpha-1 polypeptide, isoform 3, skeletal muscle) (Voltage-gated calcium channel subunit alpha Cav1.1)	CACNA1S CACH1 CACN1 CACNL1A3	CACNA1S	CACH1 CACN1 CACNL1A3	Homo sapiens (Human)	9606	1873
P54289	reviewed	Voltage-dependent calcium channel subunit alpha-2/delta-1 (Voltage-gated calcium channel subunit alpha-2/delta-1) [Cleaved into: Voltage-dependent calcium channel subunit alpha-2-1; Voltage-dependent calcium channel subunit delta-1]	CACNA2D1 CACNL2A CCHL2A MHS3	CACNA2D1	CACNL2A CCHL2A MHS3	Homo sapiens (Human)	9606	1103
Q9NY47	reviewed	Voltage-dependent calcium channel subunit alpha-2/delta-2 (Voltage-gated calcium channel subunit alpha-2/delta-2) [Cleaved into: Voltage-dependent calcium channel subunit alpha-2-2; Voltage-dependent calcium channel subunit delta-2]	CACNA2D2 KIAA0558	CACNA2D2	KIAA0558	Homo sapiens (Human)	9606	1150
Q02641	reviewed	Voltage-dependent L-type calcium channel subunit beta-1 (CAB1) (Calcium channel voltage-dependent subunit beta 1)	CACNB1 CACNLB1	CACNB1	CACNLB1	Homo sapiens (Human)	9606	598
Q08289	reviewed	Voltage-dependent L-type calcium channel subunit beta-2 (CAB2) (Calcium channel voltage-dependent subunit beta 2) (Lambert-Eaton myasthenic syndrome antigen B) (MYSB)	CACNB2 CACNLB2 MYSB	CACNB2	CACNLB2 MYSB	Homo sapiens (Human)	9606	660
P54284	reviewed	Voltage-dependent L-type calcium channel subunit beta-3 (CAB3) (Calcium channel voltage-dependent subunit beta 3)	CACNB3 CACNLB3	CACNB3	CACNLB3	Homo sapiens (Human)	9606	484
O00305	reviewed	Voltage-dependent L-type calcium channel subunit beta-4 (CAB4) (Calcium channel voltage-dependent subunit beta 4)	CACNB4 CACNLB4	CACNB4	CACNLB4	Homo sapiens (Human)	9606	520
Q06432	reviewed	Voltage-dependent calcium channel gamma-1 subunit (Dihydropyridine-sensitive L-type, skeletal muscle calcium channel subunit gamma)	CACNG1 CACNLG	CACNG1	CACNLG	Homo sapiens (Human)	9606	222
Q9NYX4	reviewed	Neuron-specific vesicular protein calcyon	CALY DRD1IP	CALY	DRD1IP	Homo sapiens (Human)	9606	217
P49069	reviewed	Calcium signal-modulating cyclophilin ligand (CAML)	CAMLG CAML	CAMLG	CAML	Homo sapiens (Human)	9606	296
Q16568	reviewed	Cocaine- and amphetamine-regulated transcript protein [Cleaved into: CART(1-39); CART(42-89)]	CARTPT CART	CARTPT	CART	Homo sapiens (Human)	9606	116
P41180	reviewed	Extracellular calcium-sensing receptor (CaR) (CaSR) (hCasR) (Parathyroid cell calcium-sensing receptor 1) (PCaR1)	CASR GPRC2A PCAR1	CASR	GPRC2A PCAR1	Homo sapiens (Human)	9606	1078
P04040	reviewed	Catalase (EC 1.11.1.6)	CAT	CAT		Homo sapiens (Human)	9606	527
Q6IB77	reviewed	Glycine N-acyltransferase (EC 2.3.1.13) (Acyl-CoA:glycine N-acyltransferase) (AAc) (Aralkyl acyl-CoA N-acyltransferase) (Aralkyl acyl-CoA:amino acid N-acyltransferase) (Benzoyl-coenzyme A:glycine N-acyltransferase) (Glycine N-benzoyltransferase) (EC 2.3.1.71) (HRP-1(CLP))	GLYAT ACGNAT CAT GAT	GLYAT	ACGNAT CAT GAT	Homo sapiens (Human)	9606	296
P32238	reviewed	Cholecystokinin receptor type A (CCK-A receptor) (CCK-AR) (Cholecystokinin-1 receptor) (CCK1-R)	CCKAR CCKRA	CCKAR	CCKRA	Homo sapiens (Human)	9606	428
P32239	reviewed	Gastrin/cholecystokinin type B receptor (CCK-B receptor) (CCK-BR) (Cholecystokinin-2 receptor) (CCK2-R)	CCKBR CCKRB	CCKBR	CCKRB	Homo sapiens (Human)	9606	447
P13500	reviewed	C-C motif chemokine 2 (HC11) (Monocyte chemoattractant protein 1) (Monocyte chemotactic and activating factor) (MCAF) (Monocyte chemotactic protein 1) (MCP-1) (Monocyte secretory protein JE) (Small-inducible cytokine A2)	CCL2 MCP1 SCYA2	CCL2	MCP1 SCYA2	Homo sapiens (Human)	9606	99
P24385	reviewed	G1/S-specific cyclin-D1 (B-cell lymphoma 1 protein) (BCL-1) (BCL-1 oncogene) (PRAD1 oncogene)	CCND1 BCL1 PRAD1	CCND1	BCL1 PRAD1	Homo sapiens (Human)	9606	295
P51681	reviewed	C-C chemokine receptor type 5 (C-C CKR-5) (CC-CKR-5) (CCR-5) (CCR5) (CHEMR13) (HIV-1 fusion coreceptor) (CD antigen CD195)	CCR5 CMKBR5	CCR5	CMKBR5	Homo sapiens (Human)	9606	352
P15391	reviewed	B-lymphocyte antigen CD19 (B-lymphocyte surface antigen B4) (Differentiation antigen CD19) (T-cell surface antigen Leu-12) (CD antigen CD19)	CD19	CD19		Homo sapiens (Human)	9606	556
P06729	reviewed	T-cell surface antigen CD2 (Erythrocyte receptor) (LFA-2) (LFA-3 receptor) (Rosette receptor) (T-cell surface antigen T11/Leu-5) (CD antigen CD2)	CD2 SRBC	CD2	SRBC	Homo sapiens (Human)	9606	351
P20963	reviewed	T-cell surface glycoprotein CD3 zeta chain (T-cell receptor T3 zeta chain) (CD antigen CD247)	CD247 CD3Z T3Z TCRZ	CD247	CD3Z T3Z TCRZ	Homo sapiens (Human)	9606	164
Q9NZQ7	reviewed	Programmed cell death 1 ligand 1 (PD-L1) (PDCD1 ligand 1) (Programmed death ligand 1) (hPD-L1) (B7 homolog 1) (B7-H1) (CD antigen CD274)	CD274 B7H1 PDCD1L1 PDCD1LG1 PDL1	CD274	B7H1 PDCD1L1 PDCD1LG1 PDL1	Homo sapiens (Human)	9606	290
P20138	reviewed	Myeloid cell surface antigen CD33 (Sialic acid-binding Ig-like lectin 3) (Siglec-3) (gp67) (CD antigen CD33)	CD33 SIGLEC3	CD33	SIGLEC3	Homo sapiens (Human)	9606	364
P04234	reviewed	T-cell surface glycoprotein CD3 delta chain (T-cell receptor T3 delta chain) (CD antigen CD3d)	CD3D T3D	CD3D	T3D	Homo sapiens (Human)	9606	171
P07766	reviewed	T-cell surface glycoprotein CD3 epsilon chain (T-cell surface antigen T3/Leu-4 epsilon chain) (CD antigen CD3e)	CD3E T3E	CD3E	T3E	Homo sapiens (Human)	9606	207
P09693	reviewed	T-cell surface glycoprotein CD3 gamma chain (T-cell receptor T3 gamma chain) (CD antigen CD3g)	CD3G T3G	CD3G	T3G	Homo sapiens (Human)	9606	182
P01730	reviewed	T-cell surface glycoprotein CD4 (T-cell surface antigen T4/Leu-3) (CD antigen CD4)	CD4	CD4		Homo sapiens (Human)	9606	458
