Entry	Status	Protein names	Gene names	Gene names  (primary )	Gene names  (synonym )	Organism	Organism ID	Length
P35869	reviewed	Aryl hydrocarbon receptor (Ah receptor) (AhR) (Class E basic helix-loop-helix protein 76) (bHLHe76)	AHR BHLHE76	AHR	BHLHE76	Homo sapiens (Human)	9606	848
P02765	reviewed	Alpha-2-HS-glycoprotein (Alpha-2-Z-globulin) (Ba-alpha-2-glycoprotein) (Fetuin-A) [Cleaved into: Alpha-2-HS-glycoprotein chain A; Alpha-2-HS-glycoprotein chain B]	AHSG FETUA PRO2743	AHSG	FETUA	Homo sapiens (Human)	9606	367
Q96IF1	reviewed	LIM domain-containing protein ajuba	AJUBA JUB	AJUBA	JUB	Homo sapiens (Human)	9606	538
Q5TCS8	reviewed	Adenylate kinase 9 (AK 9) (EC 2.7.4.4) (EC 2.7.4.6) (Adenylate kinase domain-containing protein 1) (Adenylate kinase domain-containing protein 2)	AK9 AKD1 AKD2 C6orf199 C6orf224	AK9	AKD1 AKD2 C6orf199 C6orf224	Homo sapiens (Human)	9606	1911
Q02952	reviewed	A-kinase anchor protein 12 (AKAP-12) (A-kinase anchor protein 250 kDa) (AKAP 250) (Gravin) (Myasthenia gravis autoantigen)	AKAP12 AKAP250	AKAP12	AKAP250	Homo sapiens (Human)	9606	1782
Q99996	reviewed	A-kinase anchor protein 9 (AKAP-9) (A-kinase anchor protein 350 kDa) (AKAP 350) (hgAKAP 350) (A-kinase anchor protein 450 kDa) (AKAP 450) (AKAP 120-like protein) (Centrosome- and Golgi-localized PKN-associated protein) (CG-NAP) (Protein hyperion) (Protein kinase A-anchoring protein 9) (PRKA9) (Protein yotiao)	AKAP9 AKAP350 AKAP450 KIAA0803	AKAP9	AKAP350 AKAP450 KIAA0803	Homo sapiens (Human)	9606	3907
P15121	reviewed	Aldo-keto reductase family 1 member B1 (EC 1.1.1.300) (EC 1.1.1.372) (EC 1.1.1.54) (Aldehyde reductase) (Aldose reductase) (AR) (EC 1.1.1.21)	AKR1B1 ALDR1 ALR2	AKR1B1	ALDR1 ALR2	Homo sapiens (Human)	9606	316
P31749	reviewed	RAC-alpha serine/threonine-protein kinase (EC 2.7.11.1) (Protein kinase B) (PKB) (Protein kinase B alpha) (PKB alpha) (Proto-oncogene c-Akt) (RAC-PK-alpha)	AKT1 PKB RAC	AKT1	PKB RAC	Homo sapiens (Human)	9606	480
P31751	reviewed	RAC-beta serine/threonine-protein kinase (EC 2.7.11.1) (Protein kinase Akt-2) (Protein kinase B beta) (PKB beta) (RAC-PK-beta)	AKT2	AKT2		Homo sapiens (Human)	9606	481
Q9Y243	reviewed	RAC-gamma serine/threonine-protein kinase (EC 2.7.11.1) (Protein kinase Akt-3) (Protein kinase B gamma) (PKB gamma) (RAC-PK-gamma) (STK-2)	AKT3 PKBG	AKT3	PKBG	Homo sapiens (Human)	9606	479
P02768	reviewed	Serum albumin	ALB GIG20 GIG42 PRO0903 PRO1708 PRO2044 PRO2619 PRO2675 UNQ696/PRO1341	ALB		Homo sapiens (Human)	9606	609
Q8TES7	reviewed	Fas-binding factor 1 (FBF-1) (Protein albatross)	FBF1 ALB KIAA1863	FBF1	ALB KIAA1863	Homo sapiens (Human)	9606	1133
Q13740	reviewed	CD166 antigen (Activated leukocyte cell adhesion molecule) (CD antigen CD166)	ALCAM MEMD	ALCAM	MEMD	Homo sapiens (Human)	9606	583
P05091	reviewed	Aldehyde dehydrogenase, mitochondrial (EC 1.2.1.3) (ALDH class 2) (ALDH-E2) (ALDHI)	ALDH2 ALDM	ALDH2	ALDM	Homo sapiens (Human)	9606	517
P04075	reviewed	Fructose-bisphosphate aldolase A (EC 4.1.2.13) (Lung cancer antigen NY-LU-1) (Muscle-type aldolase)	ALDOA ALDA	ALDOA	ALDA	Homo sapiens (Human)	9606	364
P05062	reviewed	Fructose-bisphosphate aldolase B (EC 4.1.2.13) (Liver-type aldolase)	ALDOB ALDB	ALDOB	ALDB	Homo sapiens (Human)	9606	364
P09972	reviewed	Fructose-bisphosphate aldolase C (EC 4.1.2.13) (Brain-type aldolase)	ALDOC ALDC	ALDOC	ALDC	Homo sapiens (Human)	9606	364
Q9UM73	reviewed	ALK tyrosine kinase receptor (EC 2.7.10.1) (Anaplastic lymphoma kinase) (CD antigen CD246)	ALK	ALK		Homo sapiens (Human)	9606	1620
Q3KRA9	reviewed	Alpha-ketoglutarate-dependent dioxygenase alkB homolog 6 (EC 1.14.11.-) (Alkylated DNA repair protein alkB homolog 6)	ALKBH6 ABH6	ALKBH6	ABH6	Homo sapiens (Human)	9606	238
Q86TB3	reviewed	Alpha-protein kinase 2 (EC 2.7.11.-) (Heart alpha-protein kinase)	ALPK2 HAK	ALPK2	HAK	Homo sapiens (Human)	9606	2170
P05186	reviewed	Alkaline phosphatase, tissue-nonspecific isozyme (AP-TNAP) (TNSALP) (EC 3.1.3.1) (Alkaline phosphatase liver/bone/kidney isozyme)	ALPL	ALPL		Homo sapiens (Human)	9606	524
P05187	reviewed	Alkaline phosphatase, placental type (EC 3.1.3.1) (Alkaline phosphatase Regan isozyme) (Placental alkaline phosphatase 1) (PLAP-1)	ALPP PLAP	ALPP	PLAP	Homo sapiens (Human)	9606	535
Q5JTC6	reviewed	APC membrane recruitment protein 1 (Amer1) (Protein FAM123B) (Wilms tumor gene on the X chromosome protein)	AMER1 FAM123B WTX	AMER1	FAM123B WTX	Homo sapiens (Human)	9606	1135
P49418	reviewed	Amphiphysin	AMPH AMPH1	AMPH	AMPH1	Homo sapiens (Human)	9606	695
Q9H1A4	reviewed	Anaphase-promoting complex subunit 1 (APC1) (Cyclosome subunit 1) (Mitotic checkpoint regulator) (Testis-specific gene 24 protein)	ANAPC1 TSG24	ANAPC1	TSG24	Homo sapiens (Human)	9606	1944
P03950	reviewed	Angiogenin (EC 3.1.27.-) (Ribonuclease 5) (RNase 5)	ANG RNASE5	ANG	RNASE5	Homo sapiens (Human)	9606	147
Q15389	reviewed	Angiopoietin-1 (ANG-1)	ANGPT1 KIAA0003	ANGPT1	KIAA0003	Homo sapiens (Human)	9606	498
O15123	reviewed	Angiopoietin-2 (ANG-2)	ANGPT2	ANGPT2		Homo sapiens (Human)	9606	496
Q12955	reviewed	Ankyrin-3 (ANK-3) (Ankyrin-G)	ANK3	ANK3		Homo sapiens (Human)	9606	4377
Q6UB98	reviewed	Ankyrin repeat domain-containing protein 12 (Ankyrin repeat-containing cofactor 2) (GAC-1 protein)	ANKRD12 ANCO2 KIAA0874	ANKRD12	ANCO2 KIAA0874	Homo sapiens (Human)	9606	2062
P04083	reviewed	Annexin A1 (Annexin I) (Annexin-1) (Calpactin II) (Calpactin-2) (Chromobindin-9) (Lipocortin I) (Phospholipase A2 inhibitory protein) (p35)	ANXA1 ANX1 LPC1	ANXA1	ANX1 LPC1	Homo sapiens (Human)	9606	346
P50995	reviewed	Annexin A11 (56 kDa autoantigen) (Annexin XI) (Annexin-11) (Calcyclin-associated annexin 50) (CAP-50)	ANXA11 ANX11	ANXA11	ANX11	Homo sapiens (Human)	9606	505
P07355	reviewed	Annexin A2 (Annexin II) (Annexin-2) (Calpactin I heavy chain) (Calpactin-1 heavy chain) (Chromobindin-8) (Lipocortin II) (Placental anticoagulant protein IV) (PAP-IV) (Protein I) (p36)	ANXA2 ANX2 ANX2L4 CAL1H LPC2D	ANXA2	ANX2 ANX2L4 CAL1H LPC2D	Homo sapiens (Human)	9606	339
P09525	reviewed	Annexin A4 (35-beta calcimedin) (Annexin IV) (Annexin-4) (Carbohydrate-binding protein p33/p41) (Chromobindin-4) (Endonexin I) (Lipocortin IV) (P32.5) (PP4-X) (Placental anticoagulant protein II) (PAP-II) (Protein II)	ANXA4 ANX4	ANXA4	ANX4	Homo sapiens (Human)	9606	319
P20073	reviewed	Annexin A7 (Annexin VII) (Annexin-7) (Synexin)	ANXA7 ANX7 SNX OK/SW-cl.95	ANXA7	ANX7 SNX	Homo sapiens (Human)	9606	488
Q16853	reviewed	Membrane primary amine oxidase (EC 1.4.3.21) (Copper amine oxidase) (HPAO) (Semicarbazide-sensitive amine oxidase) (SSAO) (Vascular adhesion protein 1) (VAP-1)	AOC3 VAP1	AOC3	VAP1	Homo sapiens (Human)	9606	763
P63010	reviewed	AP-2 complex subunit beta (AP105B) (Adaptor protein complex AP-2 subunit beta) (Adaptor-related protein complex 2 subunit beta) (Beta-2-adaptin) (Beta-adaptin) (Clathrin assembly protein complex 2 beta large chain) (Plasma membrane adaptor HA2/AP2 adaptin beta subunit)	AP2B1 ADTB2 CLAPB1	AP2B1	ADTB2 CLAPB1	Homo sapiens (Human)	9606	937
O14727	reviewed	Apoptotic protease-activating factor 1 (APAF-1)	APAF1 KIAA0413	APAF1	KIAA0413	Homo sapiens (Human)	9606	1248
P25054	reviewed	Adenomatous polyposis coli protein (Protein APC) (Deleted in polyposis 2.5)	APC DP2.5	APC	DP2.5	Homo sapiens (Human)	9606	2843
P27695	reviewed	DNA-(apurinic or apyrimidinic site) lyase (EC 3.1.-.-) (EC 4.2.99.18) (APEX nuclease) (APEN) (Apurinic-apyrimidinic endonuclease 1) (AP endonuclease 1) (APE-1) (REF-1) (Redox factor-1) [Cleaved into: DNA-(apurinic or apyrimidinic site) lyase, mitochondrial]	APEX1 APE APE1 APEX APX HAP1 REF1	APEX1	APE APE1 APEX APX HAP1 REF1	Homo sapiens (Human)	9606	318
P02647	reviewed	Apolipoprotein A-I (Apo-AI) (ApoA-I) (Apolipoprotein A1) [Cleaved into: Proapolipoprotein A-I (ProapoA-I); Truncated apolipoprotein A-I (Apolipoprotein A-I(1-242))]	APOA1	APOA1		Homo sapiens (Human)	9606	267
P02652	reviewed	Apolipoprotein A-II (Apo-AII) (ApoA-II) (Apolipoprotein A2) [Cleaved into: Proapolipoprotein A-II (ProapoA-II); Truncated apolipoprotein A-II (Apolipoprotein A-II(1-76))]	APOA2	APOA2		Homo sapiens (Human)	9606	100
Q9UH17	reviewed	DNA dC->dU-editing enzyme APOBEC-3B (A3B) (EC 3.5.4.38) (Phorbolin-1-related protein) (Phorbolin-2/3)	APOBEC3B	APOBEC3B		Homo sapiens (Human)	9606	382
P02654	reviewed	Apolipoprotein C-I (Apo-CI) (ApoC-I) (Apolipoprotein C1) [Cleaved into: Truncated apolipoprotein C-I]	APOC1	APOC1		Homo sapiens (Human)	9606	83
P02656	reviewed	Apolipoprotein C-III (Apo-CIII) (ApoC-III) (Apolipoprotein C3)	APOC3	APOC3		Homo sapiens (Human)	9606	99
P05090	reviewed	Apolipoprotein D (Apo-D) (ApoD)	APOD	APOD		Homo sapiens (Human)	9606	189
P02649	reviewed	Apolipoprotein E (Apo-E)	APOE	APOE		Homo sapiens (Human)	9606	317
Q9BQE5	reviewed	Apolipoprotein L2 (Apolipoprotein L-II) (ApoL-II)	APOL2	APOL2		Homo sapiens (Human)	9606	337
Q92624	reviewed	Amyloid protein-binding protein 2 (Amyloid beta precursor protein-binding protein 2) (APP-BP2) (Protein interacting with APP tail 1)	APPBP2 KIAA0228 PAT1	APPBP2	KIAA0228 PAT1	Homo sapiens (Human)	9606	585
P10275	reviewed	Androgen receptor (Dihydrotestosterone receptor) (Nuclear receptor subfamily 3 group C member 4)	AR DHTR NR3C4	AR	DHTR NR3C4	Homo sapiens (Human)	9606	920
P15514	reviewed	Amphiregulin (AR) (Colorectum cell-derived growth factor) (CRDGF)	AREG AREGB SDGF	AREG	AREGB SDGF	Homo sapiens (Human)	9606	252
P78540	reviewed	Arginase-2, mitochondrial (EC 3.5.3.1) (Arginase II) (Kidney-type arginase) (Non-hepatic arginase) (Type II arginase)	ARG2	ARG2		Homo sapiens (Human)	9606	354
Q9UNA1	reviewed	Rho GTPase-activating protein 26 (GTPase regulator associated with focal adhesion kinase) (Oligophrenin-1-like protein) (Rho-type GTPase-activating protein 26)	ARHGAP26 GRAF KIAA0621 OPHN1L	ARHGAP26	GRAF KIAA0621 OPHN1L	Homo sapiens (Human)	9606	814
A7KAX9	reviewed	Rho GTPase-activating protein 32 (Brain-specific Rho GTPase-activating protein) (GAB-associated Cdc42/Rac GTPase-activating protein) (GC-GAP) (GTPase regulator interacting with TrkA) (Rho-type GTPase-activating protein 32) (Rho/Cdc42/Rac GTPase-activating protein RICS) (RhoGAP involved in the beta-catenin-N-cadherin and NMDA receptor signaling) (p200RhoGAP) (p250GAP)	ARHGAP32 GRIT KIAA0712 RICS	ARHGAP32	GRIT KIAA0712 RICS	Homo sapiens (Human)	9606	2087
Q9NRY4	reviewed	Rho GTPase-activating protein 35 (Glucocorticoid receptor DNA-binding factor 1) (Glucocorticoid receptor repression factor 1) (GRF-1) (Rho GAP p190A) (p190-A)	ARHGAP35 GRF1 GRLF1 KIAA1722 P190A p190ARHOGAP	ARHGAP35	GRF1 GRLF1 KIAA1722 P190A p190ARHOGAP	Homo sapiens (Human)	9606	1499
Q9NZN5	reviewed	Rho guanine nucleotide exchange factor 12 (Leukemia-associated RhoGEF)	ARHGEF12 KIAA0382 LARG	ARHGEF12	KIAA0382 LARG	Homo sapiens (Human)	9606	1544
Q15052	reviewed	Rho guanine nucleotide exchange factor 6 (Alpha-Pix) (COOL-2) (PAK-interacting exchange factor alpha) (Rac/Cdc42 guanine nucleotide exchange factor 6)	ARHGEF6 COOL2 KIAA0006 PIXA	ARHGEF6	COOL2 KIAA0006 PIXA	Homo sapiens (Human)	9606	776
O14497	reviewed	AT-rich interactive domain-containing protein 1A (ARID domain-containing protein 1A) (B120) (BRG1-associated factor 250) (BAF250) (BRG1-associated factor 250a) (BAF250A) (Osa homolog 1) (hOSA1) (SWI-like protein) (SWI/SNF complex protein p270) (SWI/SNF-related, matrix-associated, actin-dependent regulator of chromatin subfamily F member 1) (hELD)	ARID1A BAF250 BAF250A C1orf4 OSA1 SMARCF1	ARID1A	BAF250 BAF250A C1orf4 OSA1 SMARCF1	Homo sapiens (Human)	9606	2285
Q8NFD5	reviewed	AT-rich interactive domain-containing protein 1B (ARID domain-containing protein 1B) (BRG1-associated factor 250b) (BAF250B) (BRG1-binding protein hELD/OSA1) (Osa homolog 2) (hOsa2) (p250R)	ARID1B BAF250B DAN15 KIAA1235 OSA2	ARID1B	BAF250B DAN15 KIAA1235 OSA2	Homo sapiens (Human)	9606	2236
Q68CP9	reviewed	AT-rich interactive domain-containing protein 2 (ARID domain-containing protein 2) (BRG1-associated factor 200) (BAF200) (Zinc finger protein with activation potential) (Zipzap/p200)	ARID2 BAF200 KIAA1557	ARID2	BAF200 KIAA1557	Homo sapiens (Human)	9606	1835
Q14865	reviewed	AT-rich interactive domain-containing protein 5B (ARID domain-containing protein 5B) (MRF1-like protein) (Modulator recognition factor 2) (MRF-2)	ARID5B DESRT MRF2	ARID5B	DESRT MRF2	Homo sapiens (Human)	9606	1188
P27540	reviewed	Aryl hydrocarbon receptor nuclear translocator (ARNT protein) (Class E basic helix-loop-helix protein 2) (bHLHe2) (Dioxin receptor, nuclear translocator) (Hypoxia-inducible factor 1-beta) (HIF-1-beta) (HIF1-beta)	ARNT BHLHE2	ARNT	BHLHE2	Homo sapiens (Human)	9606	789
