Entry	Status	Protein names	Gene names	Gene names  (primary )	Gene names  (synonym )	Organism	Organism ID	Length
P50052	reviewed	Type-2 angiotensin II receptor (Angiotensin II type-2 receptor) (AT2)	AGTR2	AGTR2		Homo sapiens (Human)	9606	363
Q8WXG9	reviewed	Adhesion G-protein coupled receptor V1 (ADGRV1) (EC 3.4.-.-) (G-protein coupled receptor 98) (Monogenic audiogenic seizure susceptibility protein 1 homolog) (Usher syndrome type-2C protein) (Very large G-protein coupled receptor 1) [Cleaved into: ADGRV1 subunit alpha; ADGRV1 subunit beta]	ADGRV1 GPR98 KIAA0686 KIAA1943 MASS1 VLGR1	ADGRV1	GPR98 KIAA0686 KIAA1943 MASS1 VLGR1	Homo sapiens (Human)	9606	6306
P13945	reviewed	Beta-3 adrenergic receptor (Beta-3 adrenoreceptor) (Beta-3 adrenoceptor)	ADRB3 ADRB3R B3AR	ADRB3	ADRB3R B3AR	Homo sapiens (Human)	9606	408
P25100	reviewed	Alpha-1D adrenergic receptor (Alpha-1A adrenergic receptor) (Alpha-1D adrenoreceptor) (Alpha-1D adrenoceptor) (Alpha-adrenergic receptor 1a)	ADRA1D ADRA1A	ADRA1D	ADRA1A	Homo sapiens (Human)	9606	572
Q8IZF2	reviewed	Adhesion G protein-coupled receptor F5 (G-protein coupled receptor 116)	ADGRF5 GPR116 KIAA0758	ADGRF5	GPR116 KIAA0758	Homo sapiens (Human)	9606	1346
Q9HBW9	reviewed	Adhesion G protein-coupled receptor L4 (EGF, latrophilin and seven transmembrane domain-containing protein 1) (EGF-TM7-latrophilin-related protein) (ETL protein)	ADGRL4 ELTD1 ETL UNQ202/PRO228	ADGRL4	ELTD1 ETL	Homo sapiens (Human)	9606	690
Q01718	reviewed	Adrenocorticotropic hormone receptor (ACTH receptor) (ACTH-R) (Adrenocorticotropin receptor) (Melanocortin receptor 2) (MC2-R)	MC2R ACTHR	MC2R	ACTHR	Homo sapiens (Human)	9606	297
O60242	reviewed	Adhesion G protein-coupled receptor B3 (Brain-specific angiogenesis inhibitor 3)	ADGRB3 BAI3 KIAA0550	ADGRB3	BAI3 KIAA0550	Homo sapiens (Human)	9606	1522
P08172	reviewed	Muscarinic acetylcholine receptor M2	CHRM2	CHRM2		Homo sapiens (Human)	9606	466
P25106	reviewed	Atypical chemokine receptor 3 (C-X-C chemokine receptor type 7) (CXC-R7) (CXCR-7) (Chemokine orphan receptor 1) (G-protein coupled receptor 159) (G-protein coupled receptor RDC1 homolog) (RDC-1)	ACKR3 CMKOR1 CXCR7 GPR159 RDC1	ACKR3	CMKOR1 CXCR7 GPR159 RDC1	Homo sapiens (Human)	9606	362
P18825	reviewed	Alpha-2C adrenergic receptor (Alpha-2 adrenergic receptor subtype C4) (Alpha-2C adrenoreceptor) (Alpha-2C adrenoceptor) (Alpha-2CAR)	ADRA2C ADRA2L2 ADRA2RL2	ADRA2C	ADRA2L2 ADRA2RL2	Homo sapiens (Human)	9606	462
P08912	reviewed	Muscarinic acetylcholine receptor M5	CHRM5	CHRM5		Homo sapiens (Human)	9606	532
P35348	reviewed	Alpha-1A adrenergic receptor (Alpha-1A adrenoreceptor) (Alpha-1A adrenoceptor) (Alpha-1C adrenergic receptor) (Alpha-adrenergic receptor 1c)	ADRA1A ADRA1C	ADRA1A	ADRA1C	Homo sapiens (Human)	9606	466
Q7Z7M1	reviewed	Adhesion G-protein coupled receptor D2 (G-protein coupled receptor 144) (G-protein coupled receptor PGR24)	ADGRD2 GPR144 PGR24	ADGRD2	GPR144 PGR24	Homo sapiens (Human)	9606	963
Q8IZF6	reviewed	Adhesion G-protein coupled receptor G4 (G-protein coupled receptor 112)	ADGRG4 GPR112	ADGRG4	GPR112	Homo sapiens (Human)	9606	3080
Q96PE1	reviewed	Adhesion G protein-coupled receptor A2 (G-protein coupled receptor 124) (Tumor endothelial marker 5)	ADGRA2 GPR124 KIAA1531 TEM5	ADGRA2	GPR124 KIAA1531 TEM5	Homo sapiens (Human)	9606	1338
P30556	reviewed	Type-1 angiotensin II receptor (AT1AR) (AT1BR) (Angiotensin II type-1 receptor) (AT1)	AGTR1 AGTR1A AGTR1B AT2R1 AT2R1B	AGTR1	AGTR1A AGTR1B AT2R1 AT2R1B	Homo sapiens (Human)	9606	359
Q86Y34	reviewed	Adhesion G protein-coupled receptor G3 (G-protein coupled receptor 97) (G-protein coupled receptor PGR26)	ADGRG3 GPR97 PGR26	ADGRG3	GPR97 PGR26	Homo sapiens (Human)	9606	549
Q86SQ6	reviewed	Adhesion G protein-coupled receptor A1 (G-protein coupled receptor 123)	ADGRA1 GPR123 KIAA1828	ADGRA1	GPR123 KIAA1828	Homo sapiens (Human)	9606	560
O14514	reviewed	Adhesion G protein-coupled receptor B1 (Brain-specific angiogenesis inhibitor 1) [Cleaved into: Vasculostatin-40 (Vstat40); Vasculostatin-120 (Vstat120)]	ADGRB1 BAI1	ADGRB1	BAI1	Homo sapiens (Human)	9606	1584
P28222	reviewed	5-hydroxytryptamine receptor 1B (5-HT-1B) (5-HT1B) (S12) (Serotonin 1D beta receptor) (5-HT-1D-beta) (Serotonin receptor 1B)	HTR1B HTR1DB	HTR1B	HTR1DB	Homo sapiens (Human)	9606	390
P50406	reviewed	5-hydroxytryptamine receptor 6 (5-HT-6) (5-HT6) (Serotonin receptor 6)	HTR6	HTR6		Homo sapiens (Human)	9606	440
P08908	reviewed	5-hydroxytryptamine receptor 1A (5-HT-1A) (5-HT1A) (G-21) (Serotonin receptor 1A)	HTR1A ADRB2RL1 ADRBRL1	HTR1A	ADRB2RL1 ADRBRL1	Homo sapiens (Human)	9606	422
P28566	reviewed	5-hydroxytryptamine receptor 1E (5-HT-1E) (5-HT1E) (S31) (Serotonin receptor 1E)	HTR1E	HTR1E		Homo sapiens (Human)	9606	365
P47898	reviewed	5-hydroxytryptamine receptor 5A (5-HT-5) (5-HT-5A) (5-HT5A) (Serotonin receptor 5A)	HTR5A	HTR5A		Homo sapiens (Human)	9606	357
P28223	reviewed	5-hydroxytryptamine receptor 2A (5-HT-2) (5-HT-2A) (Serotonin receptor 2A)	HTR2A HTR2	HTR2A	HTR2	Homo sapiens (Human)	9606	471
P30542	reviewed	Adenosine receptor A1	ADORA1	ADORA1		Homo sapiens (Human)	9606	326
P28335	reviewed	5-hydroxytryptamine receptor 2C (5-HT-2C) (5-HT2C) (5-HTR2C) (5-hydroxytryptamine receptor 1C) (5-HT-1C) (5-HT1C) (Serotonin receptor 2C)	HTR2C HTR1C	HTR2C	HTR1C	Homo sapiens (Human)	9606	458
P0DMS8	reviewed	Adenosine receptor A3	ADORA3	ADORA3		Homo sapiens (Human)	9606	318
P34969	reviewed	5-hydroxytryptamine receptor 7 (5-HT-7) (5-HT7) (5-HT-X) (Serotonin receptor 7)	HTR7	HTR7		Homo sapiens (Human)	9606	479
P41595	reviewed	5-hydroxytryptamine receptor 2B (5-HT-2B) (5-HT2B) (Serotonin receptor 2B)	HTR2B	HTR2B		Homo sapiens (Human)	9606	481
Q13639	reviewed	5-hydroxytryptamine receptor 4 (5-HT-4) (5-HT4) (Serotonin receptor 4)	HTR4	HTR4		Homo sapiens (Human)	9606	388
Q8IZF4	reviewed	Adhesion G-protein coupled receptor G5 (G-protein coupled receptor 114) (G-protein coupled receptor PGR27)	ADGRG5 GPR114 PGR27 UNQ2524/PRO6017	ADGRG5	GPR114 PGR27	Homo sapiens (Human)	9606	528
Q5T601	reviewed	Adhesion G-protein coupled receptor F1 (G protein-coupled receptor 110) (G protein-coupled receptor KPG_012) (G protein-coupled receptor PGR19)	ADGRF1 GPR110 PGR19	ADGRF1	GPR110 PGR19	Homo sapiens (Human)	9606	910
Q8IWK6	reviewed	Adhesion G protein-coupled receptor A3 (G-protein coupled receptor 125)	ADGRA3 GPR125 UNQ556/PRO1113	ADGRA3	GPR125	Homo sapiens (Human)	9606	1321
Q9BY15	reviewed	Adhesion G protein-coupled receptor E3 (EGF-like module receptor 3) (EGF-like module-containing mucin-like hormone receptor-like 3)	ADGRE3 EMR3 UNQ683/PRO1562	ADGRE3	EMR3	Homo sapiens (Human)	9606	652
O94910	reviewed	Adhesion G protein-coupled receptor L1 (Calcium-independent alpha-latrotoxin receptor 1) (CIRL-1) (Latrophilin-1) (Lectomedin-2)	ADGRL1 KIAA0821 LEC2 LPHN1	ADGRL1	KIAA0821 LEC2 LPHN1	Homo sapiens (Human)	9606	1474
O95490	reviewed	Adhesion G protein-coupled receptor L2 (Calcium-independent alpha-latrotoxin receptor 2) (CIRL-2) (Latrophilin homolog 1) (Latrophilin-2) (Lectomedin-1)	ADGRL2 KIAA0786 LEC1 LPHH1 LPHN2	ADGRL2	KIAA0786 LEC1 LPHH1 LPHN2	Homo sapiens (Human)	9606	1459
Q99788	reviewed	Chemokine-like receptor 1 (G-protein coupled receptor ChemR23) (G-protein coupled receptor DEZ)	CMKLR1 CHEMR23 DEZ	CMKLR1	CHEMR23 DEZ	Homo sapiens (Human)	9606	373
P21554	reviewed	Cannabinoid receptor 1 (CB-R) (CB1) (CANN6)	CNR1 CNR	CNR1	CNR	Homo sapiens (Human)	9606	472
Q9Y271	reviewed	Cysteinyl leukotriene receptor 1 (CysLTR1) (Cysteinyl leukotriene D4 receptor) (LTD4 receptor) (G-protein coupled receptor HG55) (HMTMF81)	CYSLTR1 CYSLT1	CYSLTR1	CYSLT1	Homo sapiens (Human)	9606	337
Q9NS75	reviewed	Cysteinyl leukotriene receptor 2 (CysLTR2) (G-protein coupled receptor GPCR21) (hGPCR21) (G-protein coupled receptor HG57) (HPN321)	CYSLTR2 CYSLT2 CYSLT2R PSEC0146	CYSLTR2	CYSLT2 CYSLT2R	Homo sapiens (Human)	9606	346
P34972	reviewed	Cannabinoid receptor 2 (CB-2) (CB2) (hCB2) (CX5)	CNR2 CB2A CB2B	CNR2	CB2A CB2B	Homo sapiens (Human)	9606	360
P34998	reviewed	Corticotropin-releasing factor receptor 1 (CRF-R-1) (CRF-R1) (CRFR-1) (Corticotropin-releasing hormone receptor 1) (CRH-R-1) (CRH-R1)	CRHR1 CRFR CRFR1 CRHR	CRHR1	CRFR CRFR1 CRHR	Homo sapiens (Human)	9606	444
Q13324	reviewed	Corticotropin-releasing factor receptor 2 (CRF-R-2) (CRF-R2) (CRFR-2) (Corticotropin-releasing hormone receptor 2) (CRH-R-2) (CRH-R2)	CRHR2 CRF2R CRH2R	CRHR2	CRF2R CRH2R	Homo sapiens (Human)	9606	411
Q03431	reviewed	Parathyroid hormone/parathyroid hormone-related peptide receptor (PTH/PTHrP type I receptor) (PTH/PTHr receptor) (Parathyroid hormone 1 receptor) (PTH1 receptor)	PTH1R PTHR PTHR1	PTH1R	PTHR PTHR1	Homo sapiens (Human)	9606	593
Q15743	reviewed	Ovarian cancer G-protein coupled receptor 1 (OGR-1) (G-protein coupled receptor 68) (GPR12A) (Sphingosylphosphorylcholine receptor)	GPR68 OGR1	GPR68	OGR1	Homo sapiens (Human)	9606	365
P03999	reviewed	Short-wave-sensitive opsin 1 (Blue cone photoreceptor pigment) (Blue-sensitive opsin) (BOP)	OPN1SW BCP	OPN1SW	BCP	Homo sapiens (Human)	9606	348
P0DN77	reviewed	Medium-wave-sensitive opsin 2 (Green cone photoreceptor pigment) (Green-sensitive opsin) (GOP) (Opsin 1 cone pigments medium-wave-sensitive 2)	OPN1MW2	OPN1MW2		Homo sapiens (Human)	9606	364
Q8NGF8	reviewed	Olfactory receptor 4B1 (OST208) (Olfactory receptor OR11-106)	OR4B1	OR4B1		Homo sapiens (Human)	9606	309
Q96RC9	reviewed	Olfactory receptor 8B4 (Olfactory receptor OR11-315)	OR8B4 OR8B4P	OR8B4	OR8B4P	Homo sapiens (Human)	9606	309
Q8N146	reviewed	Olfactory receptor 8H3 (Olfactory receptor OR11-172)	OR8H3	OR8H3		Homo sapiens (Human)	9606	312
Q8NGX9	reviewed	Olfactory receptor 6P1 (Olfactory receptor OR1-12)	OR6P1	OR6P1		Homo sapiens (Human)	9606	317
Q8NGG0	reviewed	Olfactory receptor 8J3 (Olfactory receptor OR11-173)	OR8J3	OR8J3		Homo sapiens (Human)	9606	315
Q8NH50	reviewed	Olfactory receptor 8K5 (Olfactory receptor OR11-174)	OR8K5	OR8K5		Homo sapiens (Human)	9606	307
Q8NH09	reviewed	Olfactory receptor 8S1	OR8S1	OR8S1		Homo sapiens (Human)	9606	359
Q96R69	reviewed	Olfactory receptor 4F4 (HS14a-1-A) (Olfactory receptor OR19-3)	OR4F4	OR4F4		Homo sapiens (Human)	9606	305
Q8NGU2	reviewed	Olfactory receptor 9A4 (Olfactory receptor OR7-1)	OR9A4	OR9A4		Homo sapiens (Human)	9606	314
Q8NGR4	reviewed	Olfactory receptor 5C1 (Olfactory receptor 5C2) (Olfactory receptor 9-F) (OR9-F)	OR5C1 OR5C2P	OR5C1	OR5C2P	Homo sapiens (Human)	9606	320
Q8NGU4	reviewed	Putative olfactory receptor 2I1 (Putative olfactory receptor 2I2) (Putative olfactory receptor 2I3) (Putative olfactory receptor 2I4)	OR2I1P OR2I2 OR2I3P OR2I4P	OR2I1P	OR2I2 OR2I3P OR2I4P	Homo sapiens (Human)	9606	316
Q8NGQ5	reviewed	Olfactory receptor 9Q1	OR9Q1	OR9Q1		Homo sapiens (Human)	9606	310
Q8NGT1	reviewed	Olfactory receptor 2K2 (HTPCRH06) (Olfactory receptor OR9-17)	OR2K2 OR2AR1P	OR2K2	OR2AR1P	Homo sapiens (Human)	9606	316
Q8NG98	reviewed	Olfactory receptor 7D4 (OR19-B) (Odorant receptor family subfamily D member 4RT) (Olfactory receptor OR19-7)	OR7D4 OR7D4P	OR7D4	OR7D4P	Homo sapiens (Human)	9606	312
Q8NGA0	reviewed	Olfactory receptor 7G1 (Olfactory receptor 19-15) (OR19-15) (Olfactory receptor OR19-8)	OR7G1 OR7G1P	OR7G1	OR7G1P	Homo sapiens (Human)	9606	311
Q8NGR9	reviewed	Olfactory receptor 1N2 (Olfactory receptor OR9-23)	OR1N2	OR1N2		Homo sapiens (Human)	9606	330
P41586	reviewed	Pituitary adenylate cyclase-activating polypeptide type I receptor (PACAP type I receptor) (PACAP-R-1) (PACAP-R1)	ADCYAP1R1	ADCYAP1R1		Homo sapiens (Human)	9606	468
Q96RI0	reviewed	Proteinase-activated receptor 4 (PAR-4) (Coagulation factor II receptor-like 3) (Thrombin receptor-like 3)	F2RL3 PAR4	F2RL3	PAR4	Homo sapiens (Human)	9606	385
P35372	reviewed	Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP)	OPRM1 MOR1	OPRM1	MOR1	Homo sapiens (Human)	9606	400
Q9NZP2	reviewed	Olfactory receptor 6C2 (HSA3)	OR6C2	OR6C2		Homo sapiens (Human)	9606	312
Q9NZP0	reviewed	Olfactory receptor 6C3 (HSA8)	OR6C3	OR6C3		Homo sapiens (Human)	9606	311
P34982	reviewed	Olfactory receptor 1D2 (Olfactory receptor 17-4) (OR17-4) (Olfactory receptor OR17-6) (Olfactory receptor-like protein HGMP07E)	OR1D2 OLFR1	OR1D2	OLFR1	Homo sapiens (Human)	9606	312
Q8NGG8	reviewed	Olfactory receptor 8B3 (Olfactory receptor OR11-311)	OR8B3	OR8B3		Homo sapiens (Human)	9606	313
P04001	reviewed	Medium-wave-sensitive opsin 1 (Green cone photoreceptor pigment) (Green-sensitive opsin) (GOP)	OPN1MW GCP	OPN1MW	GCP	Homo sapiens (Human)	9606	364
Q15617	reviewed	Olfactory receptor 8G1 (Olfactory receptor OR11-281) (Olfactory receptor TPCR25)	OR8G1 OR8G1P	OR8G1	OR8G1P	Homo sapiens (Human)	9606	311
Q8NGW6	reviewed	Olfactory receptor 6K6 (Olfactory receptor OR1-21)	OR6K6	OR6K6		Homo sapiens (Human)	9606	343
Q8NGY6	reviewed	Olfactory receptor 6N2 (Olfactory receptor OR1-23)	OR6N2	OR6N2		Homo sapiens (Human)	9606	317
Q8N0Y5	reviewed	Olfactory receptor 8I2 (Olfactory receptor OR11-170)	OR8I2	OR8I2		Homo sapiens (Human)	9606	310
P47890	reviewed	Olfactory receptor 1G1 (Olfactory receptor 17-209) (OR17-209) (Olfactory receptor 1G2) (Olfactory receptor OR17-8)	OR1G1 OR1G2	OR1G1	OR1G2	Homo sapiens (Human)	9606	313
P04000	reviewed	Long-wave-sensitive opsin 1 (Red cone photoreceptor pigment) (Red-sensitive opsin) (ROP)	OPN1LW RCP	OPN1LW	RCP	Homo sapiens (Human)	9606	364
Q8NGE9	reviewed	Olfactory receptor 9Q2	OR9Q2 OR9Q2P	OR9Q2	OR9Q2P	Homo sapiens (Human)	9606	314
P0C626	reviewed	Olfactory receptor 5G3 (Olfactory receptor 5G6) (Olfactory receptor OR11-213)	OR5G3 OR5G3P OR5G6P	OR5G3	OR5G3P OR5G6P	Homo sapiens (Human)	9606	314
Q8NGV6	reviewed	Olfactory receptor 5H6 (Olfactory receptor OR3-11)	OR5H6	OR5H6		Homo sapiens (Human)	9606	325
Q8NGQ3	reviewed	Olfactory receptor 1S2 (Olfactory receptor OR11-231)	OR1S2	OR1S2		Homo sapiens (Human)	9606	325
Q96RB7	reviewed	Olfactory receptor 5M11	OR5M11	OR5M11		Homo sapiens (Human)	9606	305
Q9NQN1	reviewed	Olfactory receptor 2S2 (Olfactory receptor OR9-3)	OR2S2	OR2S2		Homo sapiens (Human)	9606	319
P51582	reviewed	P2Y purinoceptor 4 (P2Y4) (P2P) (Uridine nucleotide receptor) (UNR)	P2RY4 NRU	P2RY4	NRU	Homo sapiens (Human)	9606	365
Q15391	reviewed	P2Y purinoceptor 14 (P2Y14) (G-protein coupled receptor 105) (UDP-glucose receptor)	P2RY14 GPR105 KIAA0001	P2RY14	GPR105 KIAA0001	Homo sapiens (Human)	9606	338
P47900	reviewed	P2Y purinoceptor 1 (P2Y1) (ADP receptor) (Purinergic receptor)	P2RY1	P2RY1		Homo sapiens (Human)	9606	373
O00254	reviewed	Proteinase-activated receptor 3 (PAR-3) (Coagulation factor II receptor-like 2) (Thrombin receptor-like 2)	F2RL2 PAR3	F2RL2	PAR3	Homo sapiens (Human)	9606	374
P55085	reviewed	Proteinase-activated receptor 2 (PAR-2) (Coagulation factor II receptor-like 1) (G-protein coupled receptor 11) (Thrombin receptor-like 1) [Cleaved into: Proteinase-activated receptor 2, alternate cleaved 1; Proteinase-activated receptor 2, alternate cleaved 2]	F2RL1 GPR11 PAR2	F2RL1	GPR11 PAR2	Homo sapiens (Human)	9606	397
Q8NGD5	reviewed	Olfactory receptor 4K14 (Olfactory receptor OR14-22)	OR4K14	OR4K14		Homo sapiens (Human)	9606	310
Q8NGT9	reviewed	Olfactory receptor 2A1/2A42 (Olfactory receptor OR7-16) (Olfactory receptor OR7-19)	OR2A1; OR2A42	OR2A1; OR2A42	; 	Homo sapiens (Human)	9606	310
Q8IXE1	reviewed	Olfactory receptor 4N5 (Olfactory receptor OR14-33)	OR4N5	OR4N5		Homo sapiens (Human)	9606	308
P0C623	reviewed	Olfactory receptor 4Q2 (olfactory receptor OR14-21)	OR4Q2 OR4Q2P	OR4Q2	OR4Q2P	Homo sapiens (Human)	9606	307
Q8NGB4	reviewed	Olfactory receptor 4S1 (Olfactory receptor OR11-100)	OR4S1	OR4S1		Homo sapiens (Human)	9606	309
Q8NGF9	reviewed	Olfactory receptor 4X2 (Olfactory receptor OR11-105)	OR4X2	OR4X2		Homo sapiens (Human)	9606	303
Q8NGL7	reviewed	Olfactory receptor 4P4 (Olfactory receptor 4P3)	OR4P4 OR4P3P	OR4P4	OR4P3P	Homo sapiens (Human)	9606	312
Q96RD1	reviewed	Olfactory receptor 6C1 (OST267)	OR6C1	OR6C1		Homo sapiens (Human)	9606	312
Q8NH37	reviewed	Olfactory receptor 4C3 (Olfactory receptor OR11-98)	OR4C3	OR4C3		Homo sapiens (Human)	9606	302
Q8NH72	reviewed	Olfactory receptor 4C6 (Olfactory receptor OR11-138)	OR4C6	OR4C6		Homo sapiens (Human)	9606	309
P0DN78	reviewed	Medium-wave-sensitive opsin 3 (Green cone photoreceptor pigment) (Green-sensitive opsin) (GOP) (opsin 1 cone pigments medium-wave-sensitive 3)	OPN1MW3	OPN1MW3		Homo sapiens (Human)	9606	364
Q8NGY5	reviewed	Olfactory receptor 6N1	OR6N1	OR6N1		Homo sapiens (Human)	9606	312
Q8NGN0	reviewed	Olfactory receptor 4D5 (Olfactory receptor OR11-276)	OR4D5	OR4D5		Homo sapiens (Human)	9606	318
Q8NGP2	reviewed	Olfactory receptor 8J1 (Olfactory receptor OR11-183)	OR8J1	OR8J1		Homo sapiens (Human)	9606	316
Q5TZ20	reviewed	Olfactory receptor 2G6	OR2G6	OR2G6		Homo sapiens (Human)	9606	316
Q9GZK4	reviewed	Olfactory receptor 2H1 (Hs6M1-16) (OLFR42A-9004.14/9026.2) (Olfactory receptor 2H6) (Olfactory receptor 2H8) (Olfactory receptor 6-2) (OR6-2) (Olfactory receptor OR6-32)	OR2H1 OR2H6 OR2H8	OR2H1	OR2H6 OR2H8	Homo sapiens (Human)	9606	316
O95918	reviewed	Olfactory receptor 2H2 (Hs6M1-12) (Olfactory receptor 2H3) (Olfactory receptor-like protein FAT11)	OR2H2 FAT11 OLFR2 OR2H3	OR2H2	FAT11 OLFR2 OR2H3	Homo sapiens (Human)	9606	312
Q8NH42	reviewed	Olfactory receptor 4K13 (Olfactory receptor OR14-27)	OR4K13	OR4K13		Homo sapiens (Human)	9606	304
Q8NGL1	reviewed	Olfactory receptor 5D18 (Olfactory receptor OR11-143) (Olfactory receptor OR11-152)	OR5D18	OR5D18		Homo sapiens (Human)	9606	313
O60431	reviewed	Olfactory receptor 1I1 (Olfactory receptor 19-20) (OR19-20)	OR1I1	OR1I1		Homo sapiens (Human)	9606	355
Q8NGS3	reviewed	Olfactory receptor 1J1 (Olfactory receptor OR9-18)	OR1J1	OR1J1		Homo sapiens (Human)	9606	322
O76099	reviewed	Olfactory receptor 7C1 (Olfactory receptor 7C4) (Olfactory receptor OR19-16) (Olfactory receptor TPCR86)	OR7C1 OR7C4	OR7C1	OR7C4	Homo sapiens (Human)	9606	320
Q8NHB7	reviewed	Olfactory receptor 5K1 (HTPCRX10) (Olfactory receptor OR3-8)	OR5K1	OR5K1		Homo sapiens (Human)	9606	308
Q8NGA1	reviewed	Olfactory receptor 1M1 (Olfactory receptor 19-6) (OR19-6) (Olfactory receptor OR19-5)	OR1M1	OR1M1		Homo sapiens (Human)	9606	313
Q8NGP4	reviewed	Olfactory receptor 5M3 (Olfactory receptor OR11-191)	OR5M3	OR5M3		Homo sapiens (Human)	9606	307
Q8TDS5	reviewed	Oxoeicosanoid receptor 1 (5-oxo-ETE G-protein coupled receptor) (G-protein coupled receptor 170) (G-protein coupled receptor R527) (G-protein coupled receptor TG1019)	OXER1 GPR170 TG1019	OXER1	GPR170 TG1019	Homo sapiens (Human)	9606	423
