Entry	Status	Protein names	Gene names	Gene names  (primary )	Gene names  (synonym )	Organism	Organism ID	Length
P18509	reviewed	Pituitary adenylate cyclase-activating polypeptide (PACAP) [Cleaved into: PACAP-related peptide (PRP-48); Pituitary adenylate cyclase-activating polypeptide 27 (PACAP-27) (PACAP27); Pituitary adenylate cyclase-activating polypeptide 38 (PACAP-38) (PACAP38)]	ADCYAP1	ADCYAP1		Homo sapiens (Human)	9606	176
Q86U42	reviewed	Polyadenylate-binding protein 2 (PABP-2) (Poly(A)-binding protein 2) (Nuclear poly(A)-binding protein 1) (Poly(A)-binding protein II) (PABII) (Polyadenylate-binding nuclear protein 1)	PABPN1 PAB2 PABP2	PABPN1	PAB2 PABP2	Homo sapiens (Human)	9606	306
Q8NC51	reviewed	Plasminogen activator inhibitor 1 RNA-binding protein (PAI1 RNA-binding protein 1) (PAI-RBP1) (SERPINE1 mRNA-binding protein 1)	SERBP1 PAIRBP1 CGI-55	SERBP1	PAIRBP1	Homo sapiens (Human)	9606	408
Q13177	reviewed	Serine/threonine-protein kinase PAK 2 (EC 2.7.11.1) (Gamma-PAK) (PAK65) (S6/H4 kinase) (p21-activated kinase 2) (PAK-2) (p58) [Cleaved into: PAK-2p27 (p27); PAK-2p34 (p34) (C-t-PAK2)]	PAK2	PAK2		Homo sapiens (Human)	9606	524
O15547	reviewed	P2X purinoceptor 6 (P2X6) (ATP receptor) (P2XM) (Purinergic receptor) (Purinergic receptor P2X-like 1)	P2RX6 P2RXL1 P2X6	P2RX6	P2RXL1 P2X6	Homo sapiens (Human)	9606	441
P12004	reviewed	Proliferating cell nuclear antigen (PCNA) (Cyclin)	PCNA	PCNA		Homo sapiens (Human)	9606	261
P49585	reviewed	Choline-phosphate cytidylyltransferase A (EC 2.7.7.15) (CCT-alpha) (CTP:phosphocholine cytidylyltransferase A) (CCT A) (CT A) (Phosphorylcholine transferase A)	PCYT1A CTPCT PCYT1	PCYT1A	CTPCT PCYT1	Homo sapiens (Human)	9606	367
Q6L8Q7	reviewed	2',5'-phosphodiesterase 12 (2'-PDE) (2-PDE) (EC 3.1.4.-) (Mitochondrial deadenylase) (EC 3.1.13.4)	PDE12	PDE12		Homo sapiens (Human)	9606	609
P01127	reviewed	Platelet-derived growth factor subunit B (PDGF subunit B) (PDGF-2) (Platelet-derived growth factor B chain) (Platelet-derived growth factor beta polypeptide) (Proto-oncogene c-Sis) (Becaplermin)	PDGFB PDGF2 SIS	PDGFB	PDGF2 SIS	Homo sapiens (Human)	9606	241
P07237	reviewed	Protein disulfide-isomerase (PDI) (EC 5.3.4.1) (Cellular thyroid hormone-binding protein) (Prolyl 4-hydroxylase subunit beta) (p55)	P4HB ERBA2L PDI PDIA1 PO4DB	P4HB	ERBA2L PDI PDIA1 PO4DB	Homo sapiens (Human)	9606	508
Q9BY77	reviewed	Polymerase delta-interacting protein 3 (46 kDa DNA polymerase delta interaction protein) (p46) (S6K1 Aly/REF-like target) (SKAR)	POLDIP3 KIAA1649 PDIP46	POLDIP3	KIAA1649 PDIP46	Homo sapiens (Human)	9606	421
Q96JY6	reviewed	PDZ and LIM domain protein 2 (PDZ-LIM protein mystique)	PDLIM2 PP6345	PDLIM2		Homo sapiens (Human)	9606	352
O15530	reviewed	3-phosphoinositide-dependent protein kinase 1 (hPDK1) (EC 2.7.11.1)	PDPK1 PDK1	PDPK1	PDK1	Homo sapiens (Human)	9606	556
Q14863	reviewed	POU domain, class 6, transcription factor 1 (Brain-specific homeobox/POU domain protein 5) (Brain-5) (Brn-5) (mPOU homeobox protein)	POU6F1 BRN5 MPOU TCFB1	POU6F1	BRN5 MPOU TCFB1	Homo sapiens (Human)	9606	301
Q7Z3K3	reviewed	Pogo transposable element with ZNF domain (Suppressor of hairy wing homolog 5) (Zinc finger protein 280E) (Zinc finger protein 635)	POGZ KIAA0461 SUHW5 ZNF280E ZNF635 Nbla00003	POGZ	KIAA0461 SUHW5 ZNF280E ZNF635	Homo sapiens (Human)	9606	1410
P62136	reviewed	Serine/threonine-protein phosphatase PP1-alpha catalytic subunit (PP-1A) (EC 3.1.3.16)	PPP1CA PPP1A	PPP1CA	PPP1A	Homo sapiens (Human)	9606	330
P36873	reviewed	Serine/threonine-protein phosphatase PP1-gamma catalytic subunit (PP-1G) (EC 3.1.3.16) (Protein phosphatase 1C catalytic subunit)	PPP1CC	PPP1CC		Homo sapiens (Human)	9606	323
Q08209	reviewed	Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform (EC 3.1.3.16) (CAM-PRP catalytic subunit) (Calmodulin-dependent calcineurin A subunit alpha isoform)	PPP3CA CALNA CNA	PPP3CA	CALNA CNA	Homo sapiens (Human)	9606	521
Q9BZI7	reviewed	Regulator of nonsense transcripts 3B (Nonsense mRNA reducing factor 3B) (Up-frameshift suppressor 3 homolog B) (hUpf3B) (Up-frameshift suppressor 3 homolog on chromosome X) (hUpf3p-X)	UPF3B RENT3B UPF3X	UPF3B	RENT3B UPF3X	Homo sapiens (Human)	9606	483
Q12837	reviewed	POU domain, class 4, transcription factor 2 (Brain-specific homeobox/POU domain protein 3B) (Brain-3B) (Brn-3B)	POU4F2 BRN3B	POU4F2	BRN3B	Homo sapiens (Human)	9606	409
Q15319	reviewed	POU domain, class 4, transcription factor 3 (Brain-specific homeobox/POU domain protein 3C) (Brain-3C) (Brn-3C)	POU4F3 BRN3C	POU4F3	BRN3C	Homo sapiens (Human)	9606	338
Q8NHV9	reviewed	Rhox homeobox family member 1 (Ovary-, testis- and epididymis-expressed gene protein) (Paired-like homeobox protein PEPP-1)	RHOXF1 OTEX PEPP1	RHOXF1	OTEX PEPP1	Homo sapiens (Human)	9606	184
Q6GQQ9	reviewed	OTU domain-containing protein 7B (EC 3.4.19.12) (Cellular zinc finger anti-NF-kappa-B protein) (Cezanne) (Zinc finger A20 domain-containing protein 1) (Zinc finger protein Cezanne)	OTUD7B ZA20D1	OTUD7B	ZA20D1	Homo sapiens (Human)	9606	843
P56373	reviewed	P2X purinoceptor 3 (P2X3) (ATP receptor) (Purinergic receptor)	P2RX3	P2RX3		Homo sapiens (Human)	9606	397
Q9BWT3	reviewed	Poly(A) polymerase gamma (PAP-gamma) (EC 2.7.7.19) (Neo-poly(A) polymerase) (Neo-PAP) (Polynucleotide adenylyltransferase gamma) (SRP RNA 3'-adenylating enzyme) (Signal recognition particle RNA-adenylating enzyme) (SRP RNA-adenylating enzyme)	PAPOLG PAP2 PAPG	PAPOLG	PAP2 PAPG	Homo sapiens (Human)	9606	736
P55085	reviewed	Proteinase-activated receptor 2 (PAR-2) (Coagulation factor II receptor-like 1) (G-protein coupled receptor 11) (Thrombin receptor-like 1) [Cleaved into: Proteinase-activated receptor 2, alternate cleaved 1; Proteinase-activated receptor 2, alternate cleaved 2]	F2RL1 GPR11 PAR2	F2RL1	GPR11 PAR2	Homo sapiens (Human)	9606	397
Q96RG2	reviewed	PAS domain-containing serine/threonine-protein kinase (PAS-kinase) (PASKIN) (hPASK) (EC 2.7.11.1)	PASK KIAA0135	PASK	KIAA0135	Homo sapiens (Human)	9606	1323
Q5SV97	reviewed	PGC-1 and ERR-induced regulator in muscle protein 1 (PPARGC1 and ESRR-induced regulator in muscle 1) (Peroxisome proliferator-activated receptor gamma coactivator 1 and estrogen-related receptor-induced regulator in muscle 1)	PERM1 C1orf170	PERM1	C1orf170	Homo sapiens (Human)	9606	790
Q9BVI0	reviewed	PHD finger protein 20 (Glioma-expressed antigen 2) (Hepatocellular carcinoma-associated antigen 58) (Novel zinc finger protein) (Transcription factor TZP)	PHF20 C20orf104 GLEA2 HCA58 NZF TZP	PHF20	C20orf104 GLEA2 HCA58 NZF TZP	Homo sapiens (Human)	9606	1012
P28069	reviewed	Pituitary-specific positive transcription factor 1 (PIT-1) (Growth hormone factor 1) (GHF-1)	POU1F1 GHF1 PIT1	POU1F1	GHF1 PIT1	Homo sapiens (Human)	9606	291
Q8TEM1	reviewed	Nuclear pore membrane glycoprotein 210 (Nuclear pore protein gp210) (Nuclear envelope pore membrane protein POM 210) (POM210) (Nucleoporin Nup210) (Pore membrane protein of 210 kDa)	NUP210 KIAA0906 PSEC0245	NUP210	KIAA0906	Homo sapiens (Human)	9606	1887
Q01851	reviewed	POU domain, class 4, transcription factor 1 (Brain-specific homeobox/POU domain protein 3A) (Brain-3A) (Brn-3A) (Homeobox/POU domain protein RDC-1) (Oct-T1)	POU4F1 BRN3A RDC1	POU4F1	BRN3A RDC1	Homo sapiens (Human)	9606	419
P15309	reviewed	Prostatic acid phosphatase (PAP) (EC 3.1.3.2) (5'-nucleotidase) (5'-NT) (EC 3.1.3.5) (Ecto-5'-nucleotidase) (Thiamine monophosphatase) (TMPase) [Cleaved into: PAPf39]	ACPP	ACPP		Homo sapiens (Human)	9606	386
Q07869	reviewed	Peroxisome proliferator-activated receptor alpha (PPAR-alpha) (Nuclear receptor subfamily 1 group C member 1)	PPARA NR1C1 PPAR	PPARA	NR1C1 PPAR	Homo sapiens (Human)	9606	468
Q5UIP0	reviewed	Telomere-associated protein RIF1 (Rap1-interacting factor 1 homolog)	RIF1	RIF1		Homo sapiens (Human)	9606	2472
Q5VV67	reviewed	Peroxisome proliferator-activated receptor gamma coactivator-related protein 1 (PGC-1-related coactivator) (PRC)	PPRC1 KIAA0595	PPRC1	KIAA0595	Homo sapiens (Human)	9606	1664
Q92733	reviewed	Proline-rich protein PRCC (Papillary renal cell carcinoma translocation-associated gene protein)	PRCC TPRC	PRCC	TPRC	Homo sapiens (Human)	9606	491
P04156	reviewed	Major prion protein (PrP) (ASCR) (PrP27-30) (PrP33-35C) (CD antigen CD230)	PRNP ALTPRP PRIP PRP	PRNP	ALTPRP PRIP PRP	Homo sapiens (Human)	9606	253
Q9BRX2	reviewed	Protein pelota homolog (EC 3.1.-.-)	PELO CGI-17	PELO		Homo sapiens (Human)	9606	385
Q9NZ42	reviewed	Gamma-secretase subunit PEN-2 (Presenilin enhancer protein 2)	PSENEN PEN2 MDS033	PSENEN	PEN2	Homo sapiens (Human)	9606	101
O75928	reviewed	E3 SUMO-protein ligase PIAS2 (EC 2.3.2.-) (Androgen receptor-interacting protein 3) (ARIP3) (DAB2-interacting protein) (DIP) (E3 SUMO-protein transferase PIAS2) (Msx-interacting zinc finger protein) (Miz1) (PIAS-NY protein) (Protein inhibitor of activated STAT x) (Protein inhibitor of activated STAT2)	PIAS2 PIASX	PIAS2	PIASX	Homo sapiens (Human)	9606	621
Q13526	reviewed	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 (EC 5.2.1.8) (Peptidyl-prolyl cis-trans isomerase Pin1) (PPIase Pin1) (Rotamase Pin1)	PIN1	PIN1		Homo sapiens (Human)	9606	163
Q6DJT9	reviewed	Zinc finger protein PLAG1 (Pleiomorphic adenoma gene 1 protein)	PLAG1	PLAG1		Homo sapiens (Human)	9606	500
Q15149	reviewed	Plectin (PCN) (PLTN) (Hemidesmosomal protein 1) (HD1) (Plectin-1)	PLEC PLEC1	PLEC	PLEC1	Homo sapiens (Human)	9606	4684
P19174	reviewed	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1 (EC 3.1.4.11) (PLC-148) (Phosphoinositide phospholipase C-gamma-1) (Phospholipase C-II) (PLC-II) (Phospholipase C-gamma-1) (PLC-gamma-1)	PLCG1 PLC1	PLCG1	PLC1	Homo sapiens (Human)	9606	1290
P62899	reviewed	60S ribosomal protein L31 (Large ribosomal subunit protein eL31)	RPL31	RPL31		Homo sapiens (Human)	9606	125
P29373	reviewed	Cellular retinoic acid-binding protein 2 (Cellular retinoic acid-binding protein II) (CRABP-II)	CRABP2	CRABP2		Homo sapiens (Human)	9606	138
P63244	reviewed	Receptor of activated protein C kinase 1 (Cell proliferation-inducing gene 21 protein) (Guanine nucleotide-binding protein subunit beta-2-like 1) (Guanine nucleotide-binding protein subunit beta-like protein 12.3) (Human lung cancer oncogene 7 protein) (HLC-7) (Receptor for activated C kinase) (Small ribosomal subunit protein RACK1) [Cleaved into: Receptor of activated protein C kinase 1, N-terminally processed (Guanine nucleotide-binding protein subunit beta-2-like 1, N-terminally processed)]	RACK1 GNB2L1 HLC7 PIG21	RACK1	GNB2L1	Homo sapiens (Human)	9606	317
Q92878	reviewed	DNA repair protein RAD50 (hRAD50) (EC 3.6.-.-)	RAD50	RAD50		Homo sapiens (Human)	9606	1312
Q96QF0	reviewed	Rab-3A-interacting protein (Rab3A-interacting protein) (Rabin-3) (SSX2-interacting protein)	RAB3IP RABIN8	RAB3IP	RABIN8	Homo sapiens (Human)	9606	476
O15541	reviewed	E3 ubiquitin-protein ligase RNF113A (EC 2.3.2.27) (Cwc24 homolog) (RING finger protein 113A) (Zinc finger protein 183)	RNF113A RNF113 ZNF183	RNF113A	RNF113 ZNF183	Homo sapiens (Human)	9606	343
P63000	reviewed	Ras-related C3 botulinum toxin substrate 1 (Cell migration-inducing gene 5 protein) (Ras-like protein TC25) (p21-Rac1)	RAC1 TC25 MIG5	RAC1	TC25	Homo sapiens (Human)	9606	192
Q9UKM9	reviewed	RNA-binding protein Raly (Autoantigen p542) (Heterogeneous nuclear ribonucleoprotein C-like 2) (hnRNP core protein C-like 2) (hnRNP associated with lethal yellow protein homolog)	RALY HNRPCL2 P542	RALY	HNRPCL2 P542	Homo sapiens (Human)	9606	306
Q8IY67	reviewed	Ribonucleoprotein PTB-binding 1 (Protein raver-1)	RAVER1 KIAA1978	RAVER1	KIAA1978	Homo sapiens (Human)	9606	606
Q8TDY2	reviewed	RB1-inducible coiled-coil protein 1 (FAK family kinase-interacting protein of 200 kDa) (FIP200)	RB1CC1 KIAA0203 RBICC	RB1CC1	KIAA0203 RBICC	Homo sapiens (Human)	9606	1594
Q09028	reviewed	Histone-binding protein RBBP4 (Chromatin assembly factor 1 subunit C) (CAF-1 subunit C) (Chromatin assembly factor I p48 subunit) (CAF-I 48 kDa subunit) (CAF-I p48) (Nucleosome-remodeling factor subunit RBAP48) (Retinoblastoma-binding protein 4) (RBBP-4) (Retinoblastoma-binding protein p48)	RBBP4 RBAP48	RBBP4	RBAP48	Homo sapiens (Human)	9606	425
Q15291	reviewed	Retinoblastoma-binding protein 5 (RBBP-5) (Retinoblastoma-binding protein RBQ-3)	RBBP5 RBQ3	RBBP5	RBQ3	Homo sapiens (Human)	9606	538
Q96PK6	reviewed	RNA-binding protein 14 (Paraspeckle protein 2) (PSP2) (RNA-binding motif protein 14) (RRM-containing coactivator activator/modulator) (Synaptotagmin-interacting protein) (SYT-interacting protein)	RBM14 SIP	RBM14	SIP	Homo sapiens (Human)	9606	669
P49792	reviewed	E3 SUMO-protein ligase RanBP2 (EC 2.3.2.-) (358 kDa nucleoporin) (Nuclear pore complex protein Nup358) (Nucleoporin Nup358) (Ran-binding protein 2) (RanBP2) (p270)	RANBP2 NUP358	RANBP2	NUP358	Homo sapiens (Human)	9606	3224
P26599	reviewed	Polypyrimidine tract-binding protein 1 (PTB) (57 kDa RNA-binding protein PPTB-1) (Heterogeneous nuclear ribonucleoprotein I) (hnRNP I)	PTBP1 PTB	PTBP1	PTB	Homo sapiens (Human)	9606	531
Q8TB72	reviewed	Pumilio homolog 2 (Pumilio-2)	PUM2 KIAA0235 PUMH2	PUM2	KIAA0235 PUMH2	Homo sapiens (Human)	9606	1066
P29762	reviewed	Cellular retinoic acid-binding protein 1 (Cellular retinoic acid-binding protein I) (CRABP-I)	CRABP1 RBP5	CRABP1	RBP5	Homo sapiens (Human)	9606	137
P43487	reviewed	Ran-specific GTPase-activating protein (Ran-binding protein 1) (RanBP1)	RANBP1	RANBP1		Homo sapiens (Human)	9606	201
Q9H6Z4	reviewed	Ran-binding protein 3 (RanBP3)	RANBP3	RANBP3		Homo sapiens (Human)	9606	567
Q9NYW8	reviewed	RB-associated KRAB zinc finger protein (RB-associated KRAB repressor) (hRBaK) (Zinc finger protein 769)	RBAK ZNF769	RBAK	ZNF769	Homo sapiens (Human)	9606	714
Q7Z6E9	reviewed	E3 ubiquitin-protein ligase RBBP6 (EC 2.3.2.27) (Proliferation potential-related protein) (Protein P2P-R) (RING-type E3 ubiquitin transferase RBBP6) (Retinoblastoma-binding Q protein 1) (RBQ-1) (Retinoblastoma-binding protein 6) (p53-associated cellular protein of testis)	RBBP6 P2PR PACT RBQ1 My038	RBBP6	P2PR PACT RBQ1	Homo sapiens (Human)	9606	1792
P06400	reviewed	Retinoblastoma-associated protein (p105-Rb) (pRb) (Rb) (pp110)	RB1	RB1		Homo sapiens (Human)	9606	928
Q6MZT1	reviewed	Regulator of G-protein signaling 7-binding protein (R7 family-binding protein)	RGS7BP R7BP	RGS7BP	R7BP	Homo sapiens (Human)	9606	257
P15153	reviewed	Ras-related C3 botulinum toxin substrate 2 (GX) (Small G protein) (p21-Rac2)	RAC2	RAC2		Homo sapiens (Human)	9606	192
O60216	reviewed	Double-strand-break repair protein rad21 homolog (hHR21) (Nuclear matrix protein 1) (NXP-1) (SCC1 homolog) [Cleaved into: 64-kDa C-terminal product (64-kDa carboxy-terminal product) (65-kDa carboxy-terminal product)]	RAD21 HR21 KIAA0078 NXP1 SCC1	RAD21	HR21 KIAA0078 NXP1 SCC1	Homo sapiens (Human)	9606	631
Q99638	reviewed	Cell cycle checkpoint control protein RAD9A (hRAD9) (EC 3.1.11.2) (DNA repair exonuclease rad9 homolog A)	RAD9A	RAD9A		Homo sapiens (Human)	9606	391
P04049	reviewed	RAF proto-oncogene serine/threonine-protein kinase (EC 2.7.11.1) (Proto-oncogene c-RAF) (cRaf) (Raf-1)	RAF1 RAF	RAF1	RAF	Homo sapiens (Human)	9606	648
Q7Z5J4	reviewed	Retinoic acid-induced protein 1	RAI1 KIAA1820	RAI1	KIAA1820	Homo sapiens (Human)	9606	1906
Q96S59	reviewed	Ran-binding protein 9 (RanBP9) (BPM-L) (BPM90) (Ran-binding protein M) (RanBPM) (RanBP7)	RANBP9 RANBPM	RANBP9	RANBPM	Homo sapiens (Human)	9606	729
P10276	reviewed	Retinoic acid receptor alpha (RAR-alpha) (Nuclear receptor subfamily 1 group B member 1)	RARA NR1B1	RARA	NR1B1	Homo sapiens (Human)	9606	462
P10826	reviewed	Retinoic acid receptor beta (RAR-beta) (HBV-activated protein) (Nuclear receptor subfamily 1 group B member 2) (RAR-epsilon)	RARB HAP NR1B2	RARB	HAP NR1B2	Homo sapiens (Human)	9606	455
Q3YEC7	reviewed	Rab-like protein 6 (GTP-binding protein Parf) (Partner of ARF) (Rab-like protein 1) (RBEL1)	RABL6 C9orf86 PARF	RABL6	C9orf86 PARF	Homo sapiens (Human)	9606	729
